src,dst,product
AMERISOURCEBERGEN DRUG CORP,VILLAGE PHARMACY #7028 (AR),
BELLCO DRUG CORP,HEALTH MART PHARMACY #3051 (MA),
GULF COAST MEDICAL SUPPLY,WALGREENS #7396 (VT),
MORRIS & DICKSON CO LLC,WINN-DIXIE PHARMACY #6694 (NV),
GULF COAST MEDICAL SUPPLY,WALGREENS #4909 (KS),
KINRAY LLC,FAMILY CARE PHARMACY #4540 (UT),
VALUEDRUGCO,HARRIS TEETER PHARMACY #5346 (KS),
KINRAY LLC,VILLAGE PHARMACY #7158 (OH),
PENN PHARMACEUTICAL SERVICES INC,VILLAGE PHARMACY #1707 (KY),
VALUEDRUGCO,CVS PHARMACY #1671 (OH),
AMERISOURCEBERGEN DRUG CORP,VILLAGE PHARMACY #6788 (NE),
VALUEDRUGCO,FAMILY CARE PHARMACY #2392 (OK),
HENRY SCHEIN INC,VILLAGE PHARMACY #2851 (TX),
MORRIS & DICKSON CO LLC,HOMETOWN PHARMACY #7685 (GA),
KINRAY LLC,FAMILY CARE PHARMACY #3561 (FL),
GULF COAST MEDICAL SUPPLY,KROGER PHARMACY #3523 (OH),
HD SMITH WHOLESALE DRUG CO,COMMUNITY PHARMACY #4144 (GA),
HENRY SCHEIN INC,MAIN STREET PHARMACY #3493 (MD),
VALUEDRUGCO,MEDICO PHARMACY #1628 (FL),
MCKESSON CORPORATION,CORNER DRUG STORE #5842 (PA),
MCKESSON CORPORATION,WINN-DIXIE PHARMACY #7110 (AR),
VALUEDRUGCO,VILLAGE PHARMACY #1707 (KY),
MORRIS & DICKSON CO LLC,MAIN STREET PHARMACY #2256 (IN),
BELLCO DRUG CORP,MAIN STREET PHARMACY #9148 (LA),
DIRECT RX,VILLAGE PHARMACY #8014 (WY),
PRESCRIPTION SUPPLY INC,PEOPLES PHARMACY #1777 (OR),
PENN PHARMACEUTICAL SERVICES INC,HARRIS TEETER PHARMACY #3820 (CA),
KINRAY LLC,PEOPLES PHARMACY #8239 (WY),
KEYSOURCE MEDICAL INC,SUNRISE PHARMACY #9064 (MN),
BURLINGTON DRUG COMPANY INC,COMMUNITY PHARMACY #2018 (MT),
NATIONAL WHOLESALE DRUG CO INC,HEALTH MART PHARMACY #8084 (WA),
BELLCO DRUG CORP,MEDICO PHARMACY #9532 (OH),
PRESCRIPTION SUPPLY INC,HARRIS TEETER PHARMACY #8821 (AL),
ANDA INC,QUALITY CARE PHARMACY #6823 (IN),
GULF COAST MEDICAL SUPPLY,PUBLIX PHARMACY #5706 (MT),
GULF COAST MEDICAL SUPPLY,GOOD NEIGHBOR PHARMACY #5688 (MI),
HD SMITH WHOLESALE DRUG CO,WALMART PHARMACY #8242 (NJ),
CARDINAL HEALTH INC,CORNER DRUG STORE #2881 (AL),
KEYSOURCE MEDICAL INC,CVS PHARMACY #2504 (VA),
PRESCRIPTION SUPPLY INC,SUNRISE PHARMACY #7190 (WA),
PENN PHARMACEUTICAL SERVICES INC,QUALITY CARE PHARMACY #7711 (IA),
DAKOTA DRUG INC,PUBLIX PHARMACY #2234 (VA),
MIAMI-LUKEN INC,CVS PHARMACY #4509 (LA),
PENN PHARMACEUTICAL SERVICES INC,WALMART PHARMACY #1998 (VT),
KINRAY LLC,PUBLIX PHARMACY #2003 (NM),
BELLCO DRUG CORP,HARRIS TEETER PHARMACY #9796 (UT),
NATIONAL WHOLESALE DRUG CO INC,FAMILY CARE PHARMACY #7438 (PA),
AMERISOURCEBERGEN DRUG CORP,CVS PHARMACY #2875 (GA),
HD SMITH WHOLESALE DRUG CO,COMMUNITY PHARMACY #2371 (KS),
BURLINGTON DRUG COMPANY INC,CVS PHARMACY #8908 (HI),
BURLINGTON DRUG COMPANY INC,VILLAGE PHARMACY #2073 (WI),
AMERISOURCEBERGEN DRUG CORP,WALGREENS #9259 (NY),
HD SMITH WHOLESALE DRUG CO,QUALITY CARE PHARMACY #3729 (OH),
NATIONAL WHOLESALE DRUG CO INC,CORNER DRUG STORE #9828 (AR),
NATIONAL WHOLESALE DRUG CO INC,HOMETOWN PHARMACY #4970 (CA),
SMITH DRUG COMPANY,FAMILY CARE PHARMACY #5522 (MS),
GULF COAST MEDICAL SUPPLY,HOMETOWN PHARMACY #2658 (AL),
PENN PHARMACEUTICAL SERVICES INC,GOOD NEIGHBOR PHARMACY #4280 (AL),
VALUEDRUGCO,WALGREENS #5297 (MT),
DIRECT RX,WALGREENS #2363 (UT),
VALUEDRUGCO,MEDICO PHARMACY #2352 (OK),
CARDINAL HEALTH INC,KROGER PHARMACY #2808 (ND),
KINRAY LLC,GOOD NEIGHBOR PHARMACY #7031 (IL),
DIRECT RX,SUNRISE PHARMACY #8405 (VA),
DAKOTA DRUG INC,CVS PHARMACY #3745 (AZ),
KEYSOURCE MEDICAL INC,MAIN STREET PHARMACY #7581 (LA),
MORRIS & DICKSON CO LLC,WALGREENS #4384 (NY),
PRESCRIPTION SUPPLY INC,RITE AID #1394 (FL),
AMERISOURCEBERGEN DRUG CORP,WINN-DIXIE PHARMACY #1709 (WA),
DAKOTA DRUG INC,HEALTH MART PHARMACY #9106 (CO),
DAKOTA DRUG INC,PEOPLES PHARMACY #9692 (CO),
ANDA INC,WINN-DIXIE PHARMACY #5154 (MD),
BURLINGTON DRUG COMPANY INC,HARRIS TEETER PHARMACY #7186 (SC),
BURLINGTON DRUG COMPANY INC,WALGREENS #5346 (IN),
NATIONAL WHOLESALE DRUG CO INC,QUALITY CARE PHARMACY #9242 (KY),
CARDINAL HEALTH INC,FAMILY CARE PHARMACY #2655 (IL),
PENN PHARMACEUTICAL SERVICES INC,WALGREENS #4047 (WI),
DAKOTA DRUG INC,HEALTH MART PHARMACY #7432 (NY),
KINRAY LLC,SUNRISE PHARMACY #5334 (AL),
HENRY SCHEIN INC,VILLAGE PHARMACY #4574 (ID),
HENRY SCHEIN INC,WINN-DIXIE PHARMACY #3112 (LA),
CARDINAL HEALTH INC,KROGER PHARMACY #6480 (MD),
CARDINAL HEALTH INC,CORNER DRUG STORE #1453 (OH),
VALUEDRUGCO,MAIN STREET PHARMACY #7456 (MD),
CARDINAL HEALTH INC,HOMETOWN PHARMACY #6271 (AR),
HENRY SCHEIN INC,MEDICO PHARMACY #9453 (TN),
BURLINGTON DRUG COMPANY INC,QUALITY CARE PHARMACY #2379 (SD),
GULF COAST MEDICAL SUPPLY,GOOD NEIGHBOR PHARMACY #9772 (VA),
HENRY SCHEIN INC,QUALITY CARE PHARMACY #5232 (TN),
CARDINAL HEALTH INC,COMMUNITY PHARMACY #5408 (OH),
ANDA INC,SUNRISE PHARMACY #7649 (PA),
KINRAY LLC,KROGER PHARMACY #7791 (CA),
BELLCO DRUG CORP,WALGREENS #5645 (ND),
BELLCO DRUG CORP,QUALITY CARE PHARMACY #9423 (NM),
HENRY SCHEIN INC,CVS PHARMACY #9746 (TN),
NATIONAL WHOLESALE DRUG CO INC,WINN-DIXIE PHARMACY #6542 (IL),
CARDINAL HEALTH INC,PUBLIX PHARMACY #5378 (OR),
DAKOTA DRUG INC,FAMILY CARE PHARMACY #4962 (FL),
KINRAY LLC,GOOD NEIGHBOR PHARMACY #3282 (LA),
CARDINAL HEALTH INC,WALGREENS #4349 (IN),
BURLINGTON DRUG COMPANY INC,WINN-DIXIE PHARMACY #7362 (HI),
MCKESSON CORPORATION,WALGREENS #9697 (VA),
MIAMI-LUKEN INC,GOOD NEIGHBOR PHARMACY #6888 (ME),
HENRY SCHEIN INC,SUNRISE PHARMACY #1626 (MN),
BURLINGTON DRUG COMPANY INC,WALGREENS #6789 (NH),
DAKOTA DRUG INC,MAIN STREET PHARMACY #6973 (LA),
MIAMI-LUKEN INC,CORNER DRUG STORE #6232 (MI),
MCKESSON CORPORATION,CORNER DRUG STORE #4855 (RI),
KEYSOURCE MEDICAL INC,PEOPLES PHARMACY #5221 (KS),
PRESCRIPTION SUPPLY INC,QUALITY CARE PHARMACY #9242 (KY),
ANDA INC,QUALITY CARE PHARMACY #2760 (MN),
AMERISOURCEBERGEN DRUG CORP,SUNRISE PHARMACY #4061 (MN),
KINRAY LLC,VILLAGE PHARMACY #8600 (HI),
MIAMI-LUKEN INC,CVS PHARMACY #1006 (OR),
VALUEDRUGCO,CVS PHARMACY #4509 (LA),
PENN PHARMACEUTICAL SERVICES INC,CVS PHARMACY #8436 (AZ),
HD SMITH WHOLESALE DRUG CO,QUALITY CARE PHARMACY #5859 (MN),
KINRAY LLC,GOOD NEIGHBOR PHARMACY #6839 (WI),
SMITH DRUG COMPANY,CORNER DRUG STORE #6774 (AK),
MCKESSON CORPORATION,CVS PHARMACY #1006 (OR),
MIAMI-LUKEN INC,WINN-DIXIE PHARMACY #6652 (VT),
KINRAY LLC,QUALITY CARE PHARMACY #5531 (MN),
SMITH DRUG COMPANY,WALGREENS #1013 (NH),
MORRIS & DICKSON CO LLC,WALGREENS #6321 (HI),
MCKESSON CORPORATION,GOOD NEIGHBOR PHARMACY #6889 (TX),
AMERISOURCEBERGEN DRUG CORP,GOOD NEIGHBOR PHARMACY #5688 (MI),
VALUEDRUGCO,KROGER PHARMACY #9281 (GA),
AMERISOURCEBERGEN DRUG CORP,MEDICO PHARMACY #7491 (NJ),
ANDA INC,COMMUNITY PHARMACY #6858 (LA),
NATIONAL WHOLESALE DRUG CO INC,HEALTH MART PHARMACY #1873 (IA),
HD SMITH WHOLESALE DRUG CO,RITE AID #4372 (LA),
DAKOTA DRUG INC,HARRIS TEETER PHARMACY #6538 (IA),
MORRIS & DICKSON CO LLC,HARRIS TEETER PHARMACY #9591 (MS),
MORRIS & DICKSON CO LLC,WINN-DIXIE PHARMACY #9193 (KY),
KEYSOURCE MEDICAL INC,FAMILY CARE PHARMACY #9932 (MI),
MORRIS & DICKSON CO LLC,FAMILY CARE PHARMACY #7438 (PA),
MORRIS & DICKSON CO LLC,KROGER PHARMACY #8125 (MN),
PENN PHARMACEUTICAL SERVICES INC,CVS PHARMACY #8908 (HI),
ANDA INC,RITE AID #2280 (MD),
DIRECT RX,FAMILY CARE PHARMACY #8739 (NM),
VALUEDRUGCO,WALGREENS #7782 (CO),
SMITH DRUG COMPANY,FAMILY CARE PHARMACY #5054 (CO),
PENN PHARMACEUTICAL SERVICES INC,HEALTH MART PHARMACY #4598 (NV),
MORRIS & DICKSON CO LLC,MAIN STREET PHARMACY #8140 (WA),
MORRIS & DICKSON CO LLC,GOOD NEIGHBOR PHARMACY #7898 (NM),
HD SMITH WHOLESALE DRUG CO,HARRIS TEETER PHARMACY #4512 (NV),
AMERISOURCEBERGEN DRUG CORP,CORNER DRUG STORE #8413 (MA),
MIAMI-LUKEN INC,RITE AID #1901 (TN),
NATIONAL WHOLESALE DRUG CO INC,MAIN STREET PHARMACY #4612 (MS),
HD SMITH WHOLESALE DRUG CO,HOMETOWN PHARMACY #8392 (NM),
CARDINAL HEALTH INC,WALGREENS #3665 (WY),
PRESCRIPTION SUPPLY INC,CVS PHARMACY #2363 (AZ),
MORRIS & DICKSON CO LLC,MEDICO PHARMACY #9378 (TN),
PENN PHARMACEUTICAL SERVICES INC,CVS PHARMACY #4075 (CA),
GULF COAST MEDICAL SUPPLY,QUALITY CARE PHARMACY #8690 (FL),
MORRIS & DICKSON CO LLC,COMMUNITY PHARMACY #7046 (MA),
SMITH DRUG COMPANY,COMMUNITY PHARMACY #6047 (VA),
ANDA INC,WINN-DIXIE PHARMACY #8561 (LA),
MORRIS & DICKSON CO LLC,SUNRISE PHARMACY #5547 (MT),
MIAMI-LUKEN INC,QUALITY CARE PHARMACY #9369 (SD),
NATIONAL WHOLESALE DRUG CO INC,VILLAGE PHARMACY #3392 (NY),
MCKESSON CORPORATION,CVS PHARMACY #1842 (CO),
HENRY SCHEIN INC,PEOPLES PHARMACY #1278 (SD),
BURLINGTON DRUG COMPANY INC,KROGER PHARMACY #5322 (OH),
BELLCO DRUG CORP,HEALTH MART PHARMACY #4784 (TX),
HD SMITH WHOLESALE DRUG CO,PEOPLES PHARMACY #9606 (WI),
PRESCRIPTION SUPPLY INC,VILLAGE PHARMACY #4543 (IL),
HD SMITH WHOLESALE DRUG CO,HARRIS TEETER PHARMACY #8577 (SD),
MCKESSON CORPORATION,CORNER DRUG STORE #3031 (NE),
PRESCRIPTION SUPPLY INC,HEALTH MART PHARMACY #5593 (KY),
PRESCRIPTION SUPPLY INC,QUALITY CARE PHARMACY #6036 (HI),
SMITH DRUG COMPANY,PUBLIX PHARMACY #9580 (AK),
MCKESSON CORPORATION,CORNER DRUG STORE #4271 (CA),
HENRY SCHEIN INC,KROGER PHARMACY #7855 (MI),
KEYSOURCE MEDICAL INC,QUALITY CARE PHARMACY #3905 (TN),
KEYSOURCE MEDICAL INC,RITE AID #8832 (DE),
CARDINAL HEALTH INC,HARRIS TEETER PHARMACY #9396 (VA),
NATIONAL WHOLESALE DRUG CO INC,VILLAGE PHARMACY #7334 (PA),
NATIONAL WHOLESALE DRUG CO INC,COMMUNITY PHARMACY #7241 (LA),
DIRECT RX,FAMILY CARE PHARMACY #4130 (TN),
MORRIS & DICKSON CO LLC,MAIN STREET PHARMACY #7262 (MO),
PRESCRIPTION SUPPLY INC,GOOD NEIGHBOR PHARMACY #5491 (MO),
ANDA INC,GOOD NEIGHBOR PHARMACY #8896 (PA),
MIAMI-LUKEN INC,RITE AID #5094 (NE),
BELLCO DRUG CORP,SUNRISE PHARMACY #3130 (NJ),
HD SMITH WHOLESALE DRUG CO,HARRIS TEETER PHARMACY #2468 (MN),
CARDINAL HEALTH INC,MAIN STREET PHARMACY #4198 (PA),
MORRIS & DICKSON CO LLC,SUNRISE PHARMACY #1914 (OR),
MORRIS & DICKSON CO LLC,CVS PHARMACY #3187 (KY),
NATIONAL WHOLESALE DRUG CO INC,CORNER DRUG STORE #1656 (DE),
KINRAY LLC,QUALITY CARE PHARMACY #1416 (WY),
MCKESSON CORPORATION,PUBLIX PHARMACY #2234 (VA),
GULF COAST MEDICAL SUPPLY,HEALTH MART PHARMACY #6276 (WY),
MIAMI-LUKEN INC,COMMUNITY PHARMACY #6880 (VT),
CARDINAL HEALTH INC,WALMART PHARMACY #9893 (RI),
MORRIS & DICKSON CO LLC,WALGREENS #1949 (IN),
NATIONAL WHOLESALE DRUG CO INC,GOOD NEIGHBOR PHARMACY #5599 (OK),
KINRAY LLC,COMMUNITY PHARMACY #4316 (MA),
PRESCRIPTION SUPPLY INC,HEALTH MART PHARMACY #5047 (TX),
BELLCO DRUG CORP,GOOD NEIGHBOR PHARMACY #6888 (ME),
DIRECT RX,MAIN STREET PHARMACY #8644 (MI),
VALUEDRUGCO,SUNRISE PHARMACY #6615 (LA),
SMITH DRUG COMPANY,SUNRISE PHARMACY #9264 (RI),
KINRAY LLC,HOMETOWN PHARMACY #3545 (SD),
VALUEDRUGCO,FAMILY CARE PHARMACY #4742 (OH),
HENRY SCHEIN INC,HARRIS TEETER PHARMACY #8108 (VA),
DAKOTA DRUG INC,VILLAGE PHARMACY #9805 (MO),
PRESCRIPTION SUPPLY INC,COMMUNITY PHARMACY #4854 (WY),
SMITH DRUG COMPANY,PEOPLES PHARMACY #2021 (TN),
PRESCRIPTION SUPPLY INC,HARRIS TEETER PHARMACY #3466 (ND),
KEYSOURCE MEDICAL INC,FAMILY CARE PHARMACY #8944 (CA),
MIAMI-LUKEN INC,PEOPLES PHARMACY #3390 (LA),
BELLCO DRUG CORP,SUNRISE PHARMACY #8943 (KS),
BELLCO DRUG CORP,QUALITY CARE PHARMACY #4985 (TN),
CARDINAL HEALTH INC,HOMETOWN PHARMACY #2773 (SD),
DIRECT RX,COMMUNITY PHARMACY #3088 (VT),
KINRAY LLC,KROGER PHARMACY #7324 (ID),
HD SMITH WHOLESALE DRUG CO,PEOPLES PHARMACY #1040 (WA),
NATIONAL WHOLESALE DRUG CO INC,FAMILY CARE PHARMACY #6878 (OR),
BELLCO DRUG CORP,WALGREENS #7193 (FL),
DIRECT RX,GOOD NEIGHBOR PHARMACY #4647 (MO),
SMITH DRUG COMPANY,RITE AID #6846 (TX),
PRESCRIPTION SUPPLY INC,WALMART PHARMACY #6304 (AR),
GULF COAST MEDICAL SUPPLY,QUALITY CARE PHARMACY #9181 (NM),
DIRECT RX,GOOD NEIGHBOR PHARMACY #9442 (VA),
HD SMITH WHOLESALE DRUG CO,HARRIS TEETER PHARMACY #9796 (UT),
HENRY SCHEIN INC,HEALTH MART PHARMACY #7444 (AK),
MCKESSON CORPORATION,HARRIS TEETER PHARMACY #1323 (ND),
HD SMITH WHOLESALE DRUG CO,VILLAGE PHARMACY #8732 (AK),
KINRAY LLC,WINN-DIXIE PHARMACY #3668 (MS),
DAKOTA DRUG INC,SUNRISE PHARMACY #7025 (MN),
MCKESSON CORPORATION,HEALTH MART PHARMACY #7749 (AZ),
PENN PHARMACEUTICAL SERVICES INC,VILLAGE PHARMACY #5653 (NH),
KEYSOURCE MEDICAL INC,COMMUNITY PHARMACY #4319 (AR),
VALUEDRUGCO,HEALTH MART PHARMACY #2633 (VA),
NATIONAL WHOLESALE DRUG CO INC,FAMILY CARE PHARMACY #5938 (AK),
BURLINGTON DRUG COMPANY INC,CORNER DRUG STORE #4372 (CT),
MIAMI-LUKEN INC,SUNRISE PHARMACY #6784 (TN),
GULF COAST MEDICAL SUPPLY,FAMILY CARE PHARMACY #4660 (NY),
MCKESSON CORPORATION,QUALITY CARE PHARMACY #3676 (TX),
PENN PHARMACEUTICAL SERVICES INC,RITE AID #5935 (WA),
DIRECT RX,MAIN STREET PHARMACY #1667 (MI),
CARDINAL HEALTH INC,VILLAGE PHARMACY #7158 (OH),
HD SMITH WHOLESALE DRUG CO,PUBLIX PHARMACY #5701 (MA),
KEYSOURCE MEDICAL INC,SUNRISE PHARMACY #3504 (AR),
KEYSOURCE MEDICAL INC,SUNRISE PHARMACY #6615 (LA),
HD SMITH WHOLESALE DRUG CO,FAMILY CARE PHARMACY #3626 (OK),
GULF COAST MEDICAL SUPPLY,KROGER PHARMACY #6480 (MD),
GULF COAST MEDICAL SUPPLY,WINN-DIXIE PHARMACY #7794 (AZ),
HENRY SCHEIN INC,KROGER PHARMACY #5322 (OH),
NATIONAL WHOLESALE DRUG CO INC,SUNRISE PHARMACY #7243 (WV),
NATIONAL WHOLESALE DRUG CO INC,QUALITY CARE PHARMACY #5658 (KS),
AMERISOURCEBERGEN DRUG CORP,MEDICO PHARMACY #1782 (MN),
MORRIS & DICKSON CO LLC,CVS PHARMACY #7950 (GA),
CARDINAL HEALTH INC,PEOPLES PHARMACY #1397 (OH),
DIRECT RX,COMMUNITY PHARMACY #6115 (TX),
BELLCO DRUG CORP,CVS PHARMACY #2897 (TX),
AMERISOURCEBERGEN DRUG CORP,WINN-DIXIE PHARMACY #2844 (IL),
SMITH DRUG COMPANY,HARRIS TEETER PHARMACY #1935 (MT),
BELLCO DRUG CORP,CVS PHARMACY #5635 (IN),
KINRAY LLC,WALGREENS #5490 (WA),
CARDINAL HEALTH INC,HOMETOWN PHARMACY #4278 (NY),
BELLCO DRUG CORP,GOOD NEIGHBOR PHARMACY #8113 (WA),
KEYSOURCE MEDICAL INC,WALGREENS #3121 (SC),
HD SMITH WHOLESALE DRUG CO,PEOPLES PHARMACY #6894 (WA),
KINRAY LLC,CVS PHARMACY #1842 (CO),
BELLCO DRUG CORP,WALGREENS #4408 (TN),
BELLCO DRUG CORP,WALMART PHARMACY #9405 (VA),
CARDINAL HEALTH INC,COMMUNITY PHARMACY #8157 (GA),
AMERISOURCEBERGEN DRUG CORP,PEOPLES PHARMACY #1405 (NE),
DIRECT RX,VILLAGE PHARMACY #8587 (CT),
MCKESSON CORPORATION,COMMUNITY PHARMACY #6047 (VA),
AMERISOURCEBERGEN DRUG CORP,FAMILY CARE PHARMACY #4016 (NH),
KINRAY LLC,KROGER PHARMACY #7901 (WI),
HD SMITH WHOLESALE DRUG CO,WALGREENS #4642 (PA),
MIAMI-LUKEN INC,WALGREENS #8038 (IN),
GULF COAST MEDICAL SUPPLY,FAMILY CARE PHARMACY #9427 (IN),
KEYSOURCE MEDICAL INC,QUALITY CARE PHARMACY #8747 (MN),
PENN PHARMACEUTICAL SERVICES INC,HARRIS TEETER PHARMACY #6063 (NC),
HD SMITH WHOLESALE DRUG CO,HOMETOWN PHARMACY #7488 (TN),
HD SMITH WHOLESALE DRUG CO,MAIN STREET PHARMACY #2285 (CA),
PENN PHARMACEUTICAL SERVICES INC,COMMUNITY PHARMACY #6047 (VA),
ANDA INC,QUALITY CARE PHARMACY #3729 (OH),
NATIONAL WHOLESALE DRUG CO INC,MEDICO PHARMACY #9833 (TN),
KINRAY LLC,MAIN STREET PHARMACY #3220 (NV),
PRESCRIPTION SUPPLY INC,FAMILY CARE PHARMACY #2392 (OK),
KINRAY LLC,KROGER PHARMACY #2038 (MI),
AMERISOURCEBERGEN DRUG CORP,QUALITY CARE PHARMACY #3676 (TX),
BELLCO DRUG CORP,HARRIS TEETER PHARMACY #6283 (CA),
KINRAY LLC,HARRIS TEETER PHARMACY #6758 (NC),
PENN PHARMACEUTICAL SERVICES INC,PEOPLES PHARMACY #8598 (TX),
HENRY SCHEIN INC,CORNER DRUG STORE #6747 (ID),
VALUEDRUGCO,SUNRISE PHARMACY #7702 (NC),
CARDINAL HEALTH INC,VILLAGE PHARMACY #4294 (PA),
MIAMI-LUKEN INC,COMMUNITY PHARMACY #3057 (VT),
MCKESSON CORPORATION,COMMUNITY PHARMACY #4754 (ME),
MIAMI-LUKEN INC,HOMETOWN PHARMACY #2766 (WV),
MIAMI-LUKEN INC,WALMART PHARMACY #6298 (OK),
VALUEDRUGCO,WALGREENS #9345 (FL),
AMERISOURCEBERGEN DRUG CORP,PEOPLES PHARMACY #2417 (GA),
PRESCRIPTION SUPPLY INC,RITE AID #7348 (UT),
BURLINGTON DRUG COMPANY INC,MEDICO PHARMACY #6633 (ID),
BURLINGTON DRUG COMPANY INC,CVS PHARMACY #3927 (SD),
NATIONAL WHOLESALE DRUG CO INC,COMMUNITY PHARMACY #3088 (VT),
HD SMITH WHOLESALE DRUG CO,MAIN STREET PHARMACY #6973 (LA),
DIRECT RX,MEDICO PHARMACY #1621 (MI),
HENRY SCHEIN INC,KROGER PHARMACY #6212 (UT),
PRESCRIPTION SUPPLY INC,WALGREENS #8394 (IL),
HENRY SCHEIN INC,MEDICO PHARMACY #9833 (TN),
KEYSOURCE MEDICAL INC,WALMART PHARMACY #5079 (LA),
VALUEDRUGCO,COMMUNITY PHARMACY #7146 (NJ),
AMERISOURCEBERGEN DRUG CORP,FAMILY CARE PHARMACY #3742 (MS),
KINRAY LLC,WALGREENS #1233 (SC),
MORRIS & DICKSON CO LLC,PUBLIX PHARMACY #2234 (VA),
MORRIS & DICKSON CO LLC,SUNRISE PHARMACY #3130 (NJ),
ANDA INC,RITE AID #1076 (RI),
BELLCO DRUG CORP,PUBLIX PHARMACY #2770 (TX),
ANDA INC,PEOPLES PHARMACY #6564 (IN),
BURLINGTON DRUG COMPANY INC,RITE AID #9925 (TX),
KEYSOURCE MEDICAL INC,CVS PHARMACY #3842 (ND),
HD SMITH WHOLESALE DRUG CO,WINN-DIXIE PHARMACY #1509 (PA),
DIRECT RX,CORNER DRUG STORE #6921 (NE),
ANDA INC,KROGER PHARMACY #4811 (WI),
SMITH DRUG COMPANY,MAIN STREET PHARMACY #8826 (MA),
PRESCRIPTION SUPPLY INC,SUNRISE PHARMACY #8943 (KS),
KINRAY LLC,HARRIS TEETER PHARMACY #1357 (KS),
MCKESSON CORPORATION,MEDICO PHARMACY #9648 (MA),
PENN PHARMACEUTICAL SERVICES INC,KROGER PHARMACY #5686 (VA),
VALUEDRUGCO,MEDICO PHARMACY #1782 (MN),
HD SMITH WHOLESALE DRUG CO,CORNER DRUG STORE #4480 (IN),
BURLINGTON DRUG COMPANY INC,VILLAGE PHARMACY #8656 (TX),
BELLCO DRUG CORP,SUNRISE PHARMACY #8606 (MN),
DAKOTA DRUG INC,QUALITY CARE PHARMACY #5232 (TN),
PRESCRIPTION SUPPLY INC,VILLAGE PHARMACY #1823 (TX),
BELLCO DRUG CORP,HEALTH MART PHARMACY #2633 (VA),
KEYSOURCE MEDICAL INC,HARRIS TEETER PHARMACY #4474 (IN),
MCKESSON CORPORATION,PEOPLES PHARMACY #6007 (WV),
PENN PHARMACEUTICAL SERVICES INC,PEOPLES PHARMACY #8932 (PA),
MCKESSON CORPORATION,MEDICO PHARMACY #1407 (IL),
AMERISOURCEBERGEN DRUG CORP,PEOPLES PHARMACY #3971 (AK),
KINRAY LLC,PUBLIX PHARMACY #5454 (LA),
PENN PHARMACEUTICAL SERVICES INC,WINN-DIXIE PHARMACY #2041 (MI),
SMITH DRUG COMPANY,WINN-DIXIE PHARMACY #8038 (SD),
BURLINGTON DRUG COMPANY INC,HEALTH MART PHARMACY #2633 (VA),
HD SMITH WHOLESALE DRUG CO,WALGREENS #8038 (IN),
BURLINGTON DRUG COMPANY INC,RITE AID #7159 (DE),
AMERISOURCEBERGEN DRUG CORP,MAIN STREET PHARMACY #8902 (TN),
BELLCO DRUG CORP,MAIN STREET PHARMACY #1180 (AK),
AMERISOURCEBERGEN DRUG CORP,HEALTH MART PHARMACY #6078 (KY),
PENN PHARMACEUTICAL SERVICES INC,MEDICO PHARMACY #9907 (CT),
SMITH DRUG COMPANY,SUNRISE PHARMACY #8440 (TN),
KEYSOURCE MEDICAL INC,HARRIS TEETER PHARMACY #8735 (WI),
BELLCO DRUG CORP,KROGER PHARMACY #2810 (MT),
BURLINGTON DRUG COMPANY INC,HARRIS TEETER PHARMACY #3878 (MO),
MCKESSON CORPORATION,VILLAGE PHARMACY #7334 (PA),
MIAMI-LUKEN INC,WINN-DIXIE PHARMACY #3643 (MI),
AMERISOURCEBERGEN DRUG CORP,HARRIS TEETER PHARMACY #7275 (IN),
VALUEDRUGCO,WALMART PHARMACY #9182 (AZ),
MIAMI-LUKEN INC,HARRIS TEETER PHARMACY #1096 (WV),
MORRIS & DICKSON CO LLC,MAIN STREET PHARMACY #4656 (ME),
PRESCRIPTION SUPPLY INC,HEALTH MART PHARMACY #1722 (WY),
PRESCRIPTION SUPPLY INC,MAIN STREET PHARMACY #5622 (ID),
KEYSOURCE MEDICAL INC,SUNRISE PHARMACY #1845 (LA),
AMERISOURCEBERGEN DRUG CORP,SUNRISE PHARMACY #9849 (CO),
DAKOTA DRUG INC,CVS PHARMACY #7538 (LA),
BURLINGTON DRUG COMPANY INC,PUBLIX PHARMACY #5778 (SC),
MORRIS & DICKSON CO LLC,HARRIS TEETER PHARMACY #2883 (ME),
KEYSOURCE MEDICAL INC,MAIN STREET PHARMACY #1667 (MI),
HENRY SCHEIN INC,WALGREENS #5490 (WA),
BURLINGTON DRUG COMPANY INC,GOOD NEIGHBOR PHARMACY #1775 (CT),
NATIONAL WHOLESALE DRUG CO INC,SUNRISE PHARMACY #1937 (TN),
BURLINGTON DRUG COMPANY INC,COMMUNITY PHARMACY #8090 (LA),
PRESCRIPTION SUPPLY INC,VILLAGE PHARMACY #7556 (AK),
GULF COAST MEDICAL SUPPLY,WALGREENS #6166 (CA),
MORRIS & DICKSON CO LLC,HOMETOWN PHARMACY #2581 (TX),
PRESCRIPTION SUPPLY INC,RITE AID #9212 (MO),
DAKOTA DRUG INC,WINN-DIXIE PHARMACY #3650 (MT),
DAKOTA DRUG INC,WINN-DIXIE PHARMACY #5194 (FL),
MCKESSON CORPORATION,SUNRISE PHARMACY #8803 (VT),
VALUEDRUGCO,COMMUNITY PHARMACY #9741 (SC),
KINRAY LLC,QUALITY CARE PHARMACY #4665 (OH),
MIAMI-LUKEN INC,SUNRISE PHARMACY #9599 (CT),
MORRIS & DICKSON CO LLC,QUALITY CARE PHARMACY #8576 (VT),
