src,dst,product
site::Premier Medical Corporation,Premier Medical Corporation Ltd.,"Malaria Antigen P.f Kit, 30 x 1 Test"
Premier Medical Corporation Ltd.,Haiti,"Malaria Antigen P.f Kit, 30 x 1 Test"
HETERO LABS LIMITED,Vietnam,Efavirenz
Aurobindo Pharma Limited,South Africa,Efavirenz
"site::Aurobindo Unit III, India",PHARMACY DIRECT,Abacavir
PHARMACY DIRECT,South Africa,Abacavir
site::Mylan (formerly Matrix) Nashik,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Vietnam,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate
site::Hetero Unit III Hyderabad IN,HETERO LABS LIMITED,Tenofovir Disoproxil Fumarate
HETERO LABS LIMITED,Vietnam,Tenofovir Disoproxil Fumarate
"site::Aurobindo Unit III, India",S. BUYS WHOLESALER,Emtricitabine/Tenofovir Disoproxil Fumarate
site::ABBVIE Labs North Chicago US,"ABBVIE, SRL (FORMALLY ABBOTT LABORATORIES INTERNATIONAL CO.)",Lopinavir/Ritonavir
"ABBVIE, SRL (FORMALLY ABBOTT LABORATORIES INTERNATIONAL CO.)",Dominican Republic,Lopinavir/Ritonavir
site::Hetero Unit III Hyderabad IN,HETERO LABS LIMITED,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate
HETERO LABS LIMITED,Vietnam,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate
site::Mylan (formerly Matrix) Nashik,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Lamivudine/Tenofovir Disoproxil Fumarate
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Rwanda,Lamivudine/Tenofovir Disoproxil Fumarate
"Orgenics, Ltd",Côte d'Ivoire,"HIV 1/2, Determine Complete HIV Kit"
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Malawi,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate
site::ABBVIE (Abbott) France,INTERNATIONAL HEALTHCARE DISTRIBUTORS,Ritonavir
INTERNATIONAL HEALTHCARE DISTRIBUTORS,Mozambique,Ritonavir
site::Mylan (formerly Matrix) Nashik,PHARMACY DIRECT,Tenofovir Disoproxil Fumarate
PHARMACY DIRECT,South Africa,Tenofovir Disoproxil Fumarate
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Haiti,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate
"Trinity Biotech, Plc","Congo, DRC","HIV 1/2, Uni-Gold HIV Kit"
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Vietnam,Lamivudine/Nevirapine/Zidovudine
"site::Aurobindo Unit III, India",PHARMACY DIRECT,Efavirenz
PHARMACY DIRECT,South Africa,Efavirenz
"Trinity Biotech, Plc",South Sudan,"HIV 1/2, Uni-Gold HIV Kit"
"Orgenics, Ltd",Swaziland,"HIV 1/2, Determine Complete HIV Kit"
"site::Janssen-Cilag, Latina, IT",ASPEN PHARMACARE,Etravirine
ASPEN PHARMACARE,Uganda,Etravirine
"Orgenics, Ltd","Congo, DRC","HIV 1/2, Determine Complete HIV Kit"
"site::Standard Diagnostics, Korea","Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Diluent, 25 Tests"
"Standard Diagnostics, Inc.",Dominican Republic,"HIV 1/2, Bioline 3.0 Diluent, 25 Tests"
site::Hetero Unit III Hyderabad IN,HETERO LABS LIMITED,Lamivudine/Nevirapine/Zidovudine
HETERO LABS LIMITED,Mozambique,Lamivudine/Nevirapine/Zidovudine
"site::Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",EMCURE PHARMACEUTICALS LTD,Atazanavir/Ritonavir
EMCURE PHARMACEUTICALS LTD,Nigeria,Atazanavir/Ritonavir
"site::Aurobindo Unit VII, IN",Aurobindo Pharma Limited,Lamivudine/Tenofovir Disoproxil Fumarate
Aurobindo Pharma Limited,Zimbabwe,Lamivudine/Tenofovir Disoproxil Fumarate
Aurobindo Pharma Limited,"Congo, DRC",Nevirapine
"site::Janssen-Cilag, Latina, IT",PHARMACY DIRECT,Darunavir
PHARMACY DIRECT,South Africa,Darunavir
"site::Micro labs, Verna, Goa, India",MICRO LABS LIMITED,Efavirenz
MICRO LABS LIMITED,Haiti,Efavirenz
"site::Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine Kit without Lancets, Buffer or Capillary Tubes, 100 Tests"
"Orgenics, Ltd",Cameroon,"HIV 1/2, Determine Kit without Lancets, Buffer or Capillary Tubes, 100 Tests"
Aurobindo Pharma Limited,Tanzania,Efavirenz
"site::Orasure Technologies, Inc",Orasure Technologies Inc.,"HIV 1/2, OraQuick Rapid Antibody Kit"
Orasure Technologies Inc.,Cameroon,"HIV 1/2, OraQuick Rapid Antibody Kit"
"site::Cipla, Goa, India",CIPLA LIMITED,Tenofovir Disoproxil Fumarate
CIPLA LIMITED,South Africa,Tenofovir Disoproxil Fumarate
"site::Mylan,  H-12 & H-13, India",MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Lamivudine/Zidovudine
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Zambia,Lamivudine/Zidovudine
site::Hetero Unit III Hyderabad IN,HETERO LABS LIMITED,Lamivudine/Zidovudine
HETERO LABS LIMITED,Vietnam,Lamivudine/Zidovudine
"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",Haiti,"HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody"
"site::Micro labs, Verna, Goa, India",MICRO LABS LIMITED,Nevirapine
MICRO LABS LIMITED,Vietnam,Nevirapine
"site::Hetero, Jadcherla, unit 5, IN",HETERO LABS LIMITED,Lamivudine/Zidovudine
HETERO LABS LIMITED,Haiti,Lamivudine/Zidovudine
"site::Aurobindo Unit III, India",Aurobindo Pharma Limited,Tenofovir Disoproxil Fumarate
Aurobindo Pharma Limited,Vietnam,Tenofovir Disoproxil Fumarate
"site::Alere Medical Co., Ltd.","Standard Diagnostics, Inc.","HIV 1/2, Determine Complete HIV Kit"
"Standard Diagnostics, Inc.",Tanzania,"HIV 1/2, Determine Complete HIV Kit"
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Benin,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate
"site::Cipla, Goa, India",S. BUYS WHOLESALER,Lamivudine/Zidovudine
S. BUYS WHOLESALER,South Africa,Lamivudine/Zidovudine
site::Mylan (formerly Matrix) Nashik,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Abacavir/Lamivudine/Zidovudine
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Côte d'Ivoire,Abacavir/Lamivudine/Zidovudine
ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Rwanda,Lopinavir/Ritonavir
Aurobindo Pharma Limited,Mozambique,Didanosine
CIPLA LIMITED,Uganda,Lamivudine/Zidovudine
Aurobindo Pharma Limited,Ethiopia,Lamivudine
HETERO LABS LIMITED,Tanzania,Efavirenz
"site::Standard Diagnostics, Korea","Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit"
"Standard Diagnostics, Inc.",Dominican Republic,"HIV 1/2, Bioline 3.0 Kit"
STRIDES ARCOLAB LIMITED,South Africa,Nevirapine
"site::Cipla, Goa, India",CIPLA LIMITED,Nevirapine
CIPLA LIMITED,South Africa,Nevirapine
"site::Novartis Pharma Suffern, USA",NOVARTIS PHARMA SERVICES AG,Artemether/Lumefantrine
NOVARTIS PHARMA SERVICES AG,Nigeria,Artemether/Lumefantrine
"site::MSD, Haarlem, NL",PHARMACY DIRECT,Raltegravir
PHARMACY DIRECT,South Africa,Raltegravir
Hoffmann-La Roche ltd Basel,Rwanda,Nelfinavir (as mesilate)
site::ABBVIE (Abbott) Logis. UK,PHARMACY DIRECT,Lopinavir/Ritonavir
PHARMACY DIRECT,South Africa,Lopinavir/Ritonavir
site::GSK Mississauga (Canada),ASPEN PHARMACARE,Abacavir
ASPEN PHARMACARE,South Africa,Abacavir
"Orgenics, Ltd",Zimbabwe,"HIV 1/2, Determine Complete HIV Kit"
Aurobindo Pharma Limited,South Africa,Lamivudine
"site::Aurobindo Unit III, India",PHARMACY DIRECT,Zidovudine
PHARMACY DIRECT,South Africa,Zidovudine
"site::Hetero, Jadcherla, unit 5, IN",HETERO LABS LIMITED,Efavirenz
HETERO LABS LIMITED,Haiti,Efavirenz
Aurobindo Pharma Limited,South Africa,Zidovudine
Aurobindo Pharma Limited,Rwanda,Nevirapine
"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",Rwanda,"HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody"
"Orgenics, Ltd",Pakistan,"HIV 1/2, Determine Complete HIV Kit"
ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Congo, DRC",Lopinavir/Ritonavir
site::Mylan (formerly Matrix) Nashik,PHARMACY DIRECT,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate
PHARMACY DIRECT,South Africa,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate
site::Bristol-Myers Squibb Anagni IT,SWORDS LABORATORIES,Atazanavir
SWORDS LABORATORIES,Rwanda,Atazanavir
site::Mylan (formerly Matrix) Nashik,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Tanzania,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate
"site::MSD, Haarlem, NL",MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Indinavir
MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Uganda,Indinavir
site::GSK Mississauga (Canada),S. BUYS WHOLESALER,Abacavir
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Rwanda,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate
"site::Aurobindo Unit III, India",PHARMACY DIRECT,Didanosine
PHARMACY DIRECT,South Africa,Didanosine
"site::BMS Meymac, France",IDIS LIMITED,Didanosine
IDIS LIMITED,Guyana,Didanosine
Aurobindo Pharma Limited,Haiti,Abacavir
"Trinity Biotech, Plc",Sudan,"HIV 1/2, Uni-Gold HIV Kit"
"Orgenics, Ltd",Mali,"HIV 1/2, Determine Complete HIV Kit"
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Nigeria,Zidovudine
site::Cipla Ltd A-42 MIDC Mahar. IN,CIPLA LIMITED,Lopinavir/Ritonavir
CIPLA LIMITED,Rwanda,Lopinavir/Ritonavir
site::Hetero Unit III Hyderabad IN,HETERO LABS LIMITED,Lamivudine/Tenofovir Disoproxil Fumarate
HETERO LABS LIMITED,Haiti,Lamivudine/Tenofovir Disoproxil Fumarate
Aurobindo Pharma Limited,South Africa,Nevirapine
site::Hetero Unit III Hyderabad IN,S. BUYS WHOLESALER,Efavirenz
"site::MSD, Haarlem, NL",MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Raltegravir
MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Cameroon,Raltegravir
Aurobindo Pharma Limited,Cameroon,Nevirapine
"site::Strides, Bangalore, India.",STRIDES ARCOLAB LIMITED,Lamivudine/Stavudine
STRIDES ARCOLAB LIMITED,Ethiopia,Lamivudine/Stavudine
"site::Alere Medical Co., Ltd.","Orgenics, Ltd","Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial"
"Orgenics, Ltd",South Sudan,"Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial"
"Orgenics, Ltd",Mali,"HIV 1/2, Clearview Complete Kit"
Aurobindo Pharma Limited,Rwanda,Lamivudine/Tenofovir Disoproxil Fumarate
Aurobindo Pharma Limited,Ethiopia,Didanosine
Aurobindo Pharma Limited,Haiti,Nevirapine
Aurobindo Pharma Limited,Tanzania,Lamivudine/Nevirapine/Zidovudine
site::Hetero Unit III Hyderabad IN,HETERO LABS LIMITED,Lamivudine
HETERO LABS LIMITED,Vietnam,Lamivudine
"site::Medochemie Factory A, CY",AMSTELFARMA B.V.,Mefloquine (as hydrochloride)
AMSTELFARMA B.V.,Haiti,Mefloquine (as hydrochloride)
site::Mylan (formerly Matrix) Nashik,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Abacavir/Lamivudine
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Haiti,Abacavir/Lamivudine
site::Bristol-Myers Squibb Anagni IT,LAWRENCE LABORATORIES (SUBSIDIARY OF BRISTOL MYERS SQUIBB),Didanosine
LAWRENCE LABORATORIES (SUBSIDIARY OF BRISTOL MYERS SQUIBB),Tanzania,Didanosine
"site::Strides, Bangalore, India.",STRIDES ARCOLAB LIMITED,Lamivudine/Nevirapine/Zidovudine
STRIDES ARCOLAB LIMITED,Vietnam,Lamivudine/Nevirapine/Zidovudine
"Orgenics, Ltd",Dominican Republic,"HIV 1/2, Determine Complete HIV Kit"
"site::Janssen-Cilag, Latina, IT",PHARMACY DIRECT,Etravirine
PHARMACY DIRECT,South Africa,Etravirine
site::Hetero Unit III Hyderabad IN,HETERO LABS LIMITED,Zidovudine
HETERO LABS LIMITED,Tanzania,Zidovudine
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Haiti,Lamivudine/Nevirapine/Zidovudine
site::Boehringer Ingelheim Roxane US,S. BUYS WHOLESALER,Nevirapine
Aurobindo Pharma Limited,Zambia,Lamivudine
"site::Aurobindo Unit III, India",Aurobindo Pharma Limited,Emtricitabine/Tenofovir Disoproxil Fumarate
Aurobindo Pharma Limited,Zambia,Emtricitabine/Tenofovir Disoproxil Fumarate
site::Hetero Unit III Hyderabad IN,HETERO LABS LIMITED,Nevirapine
HETERO LABS LIMITED,Rwanda,Nevirapine
"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Uganda,"HIV 1/2, Stat-Pak Dipstick Assay Kit"
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Vietnam,Abacavir
site::Mylan (formerly Matrix) Nashik,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Atazanavir/Ritonavir
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Nigeria,Atazanavir/Ritonavir
Hoffmann-La Roche ltd Basel,Côte d'Ivoire,Saquinavir
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Haiti,Atazanavir/Ritonavir
Aurobindo Pharma Limited,South Africa,Tenofovir Disoproxil Fumarate
site::Bristol-Myers Squibb Anagni IT,LAWRENCE LABORATORIES (SUBSIDIARY OF BRISTOL MYERS SQUIBB),Didanosine EC
LAWRENCE LABORATORIES (SUBSIDIARY OF BRISTOL MYERS SQUIBB),Tanzania,Didanosine EC
site::Roche Madrid,PHARMACY DIRECT,Saquinavir
PHARMACY DIRECT,South Africa,Saquinavir
site::ABBVIE (Abbott) Logis. UK,INTERNATIONAL HEALTHCARE DISTRIBUTORS,Ritonavir
site::Hetero Unit III Hyderabad IN,HETERO LABS LIMITED,Abacavir
HETERO LABS LIMITED,Vietnam,Abacavir
"site::Aurobindo Unit III, India",PHARMACY DIRECT,Emtricitabine/Tenofovir Disoproxil Fumarate
PHARMACY DIRECT,South Africa,Emtricitabine/Tenofovir Disoproxil Fumarate
site::Hetero Unit III Hyderabad IN,HETERO LABS LIMITED,Lamivudine/Nevirapine/Stavudine
HETERO LABS LIMITED,Vietnam,Lamivudine/Nevirapine/Stavudine
Orasure Technologies Inc.,Mali,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit"
site::Hetero Unit III Hyderabad IN,HETERO LABS LIMITED,Emtricitabine/Tenofovir Disoproxil Fumarate
HETERO LABS LIMITED,Guyana,Emtricitabine/Tenofovir Disoproxil Fumarate
site::Hetero Unit III Hyderabad IN,S. BUYS WHOLESALER,Lamivudine/Zidovudine
"Orgenics, Ltd",Sudan,"HIV 1/2, Determine Complete HIV Kit"
HETERO LABS LIMITED,Namibia,Lamivudine/Zidovudine
"site::Aurobindo Unit III, India",S. BUYS WHOLESALER,Tenofovir Disoproxil Fumarate
"site::Aurobindo Unit III, India",PHARMACY DIRECT,Lamivudine/Zidovudine
PHARMACY DIRECT,South Africa,Lamivudine/Zidovudine
site::Mylan (formerly Matrix) Nashik,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Nevirapine
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Vietnam,Nevirapine
"Orgenics, Ltd",Mozambique,"HIV 1/2, Determine Kit without Lancets, Buffer or Capillary Tubes, 100 Tests"
"site::Strides, Bangalore, India.",STRIDES ARCOLAB LIMITED,Efavirenz
STRIDES ARCOLAB LIMITED,Zimbabwe,Efavirenz
Orasure Technologies Inc.,Cameroon,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit"
"site::Cipla, Goa, India",CIPLA LIMITED,Lamivudine/Nevirapine/Zidovudine
CIPLA LIMITED,Haiti,Lamivudine/Nevirapine/Zidovudine
site::ABBVIE Ludwigshafen Germany,INTERNATIONAL HEALTHCARE DISTRIBUTORS,Lopinavir/Ritonavir
STRIDES ARCOLAB LIMITED,Tanzania,Efavirenz
Aurobindo Pharma Limited,Ghana,Lamivudine/Nevirapine/Zidovudine
HETERO LABS LIMITED,Haiti,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate
site::Bristol-Myers Squibb Anagni IT,IDIS LIMITED,Didanosine
IDIS LIMITED,Guatemala,Didanosine
"Orgenics, Ltd",Haiti,"HIV 1/2, Determine Complete HIV Kit"
"site::Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",EMCURE PHARMACEUTICALS LTD,Atazanavir
EMCURE PHARMACEUTICALS LTD,Tanzania,Atazanavir
"site::BMS Evansville, US",PHARMACY DIRECT,Atazanavir
PHARMACY DIRECT,South Africa,Atazanavir
"site::Cipla, Goa, India",CIPLA LIMITED,Abacavir
"site::Aurobindo Unit III, India",S. BUYS WHOLESALER,Abacavir
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Tanzania,Atazanavir/Ritonavir
GLAXOSMITHKLINE EXPORT LIMITED,Mozambique,Abacavir/Lamivudine/Zidovudine
"site::Alere Medical Co., Ltd.","Orgenics, Ltd","HIV, Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs"
"Orgenics, Ltd",Sudan,"HIV, Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs"
CIPLA LIMITED,Guyana,Lamivudine/Nevirapine/Stavudine
ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Zimbabwe,Lopinavir/Ritonavir
HETERO LABS LIMITED,Vietnam,Zidovudine
"Orgenics, Ltd",Mozambique,"Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial"
GLAXOSMITHKLINE EXPORT LIMITED,South Africa,Abacavir
"site::Strides, Bangalore, India.",STRIDES ARCOLAB LIMITED,Lamivudine
STRIDES ARCOLAB LIMITED,South Africa,Lamivudine
Aurobindo Pharma Limited,Uganda,Nevirapine
"site::Aurobindo Unit III, India",PHARMACY DIRECT,Nevirapine
PHARMACY DIRECT,South Africa,Nevirapine
CIPLA LIMITED,South Africa,Lamivudine
"site::Aurobindo Unit III, India",PHARMACY DIRECT,Lamivudine
PHARMACY DIRECT,South Africa,Lamivudine
site::Roche Basel,PHARMACY DIRECT,Saquinavir
ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Uganda,Lopinavir/Ritonavir
Aurobindo Pharma Limited,"Congo, DRC",Didanosine
"Trinity Biotech, Plc",Swaziland,"HIV 1/2, Uni-Gold HIV Kit"
Hoffmann-La Roche ltd Basel,Nigeria,Saquinavir
site::Mylan (formerly Matrix) Nashik,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Emtricitabine/Tenofovir Disoproxil Fumarate
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Zambia,Emtricitabine/Tenofovir Disoproxil Fumarate
site::Hetero Unit III Hyderabad IN,S. BUYS WHOLESALER,Tenofovir Disoproxil Fumarate
EMCURE PHARMACEUTICALS LTD,Rwanda,Atazanavir
"Orgenics, Ltd",Uganda,"HIV 1/2, Determine Complete HIV Kit"
ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Ghana,Lopinavir/Ritonavir
"site::Janssen-Cilag, Latina, IT",JANSSEN SCIENCES IRELAND UC (FORMERLY JANSSEN R&D IRELAND),Darunavir
JANSSEN SCIENCES IRELAND UC (FORMERLY JANSSEN R&D IRELAND),Mozambique,Darunavir
MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Uganda,Raltegravir
CIPLA LIMITED,Cameroon,Lamivudine/Zidovudine
"site::Aurobindo Unit III, India",Aurobindo Pharma Limited,Lopinavir/Ritonavir
Aurobindo Pharma Limited,Haiti,Lopinavir/Ritonavir
"site::Aurobindo Unit III, India",S. BUYS WHOLESALER,Didanosine
Hoffmann-La Roche ltd Basel,Mozambique,Saquinavir
Premier Medical Corporation Ltd.,Kenya,"HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit"
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Tanzania,Lamivudine/Nevirapine/Zidovudine
HETERO LABS LIMITED,Tanzania,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate
"site::GSK, U1, Poznan, Poland",S. BUYS WHOLESALER,Lamivudine/Zidovudine
CIPLA LIMITED,Uganda,Lamivudine/Nevirapine/Zidovudine
"site::Alere Medical Co., Ltd.",INVERNESS MEDICAL INNOVATIONS HONG KONG LTD,"HIV 1/2, Determine Complete HIV Kit"
INVERNESS MEDICAL INNOVATIONS HONG KONG LTD,Pakistan,"HIV 1/2, Determine Complete HIV Kit"
"site::Alere Medical Co., Ltd.",WAGENIA,"Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial"
WAGENIA,"Congo, DRC","Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial"
ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Uganda,Ritonavir
Aurobindo Pharma Limited,South Africa,Lamivudine/Zidovudine
site::Cipla Ltd A-42 MIDC Mahar. IN,CIPLA LIMITED,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate
CIPLA LIMITED,Haiti,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate
Aurobindo Pharma Limited,Haiti,Lamivudine/Zidovudine
CIPLA LIMITED,Uganda,Efavirenz
site::Bio-Rad Laboratories,BIO-RAD LABORATORIES PTY LTD. (SOUTH AFRICA),"HIV 2, New LAV Blot 2 HIV Kit"
BIO-RAD LABORATORIES PTY LTD. (SOUTH AFRICA),Nigeria,"HIV 2, New LAV Blot 2 HIV Kit"
MICRO LABS LIMITED,Vietnam,Efavirenz
CIPLA LIMITED,"Congo, DRC",Lamivudine/Zidovudine
site::Hetero Unit III Hyderabad IN,S. BUYS WHOLESALER,Lamivudine
"site::Janssen Ortho LLC, Puerto Rico",ETHNOR DEL ISTMO S.A.,Darunavir
ETHNOR DEL ISTMO S.A.,Haiti,Darunavir
HETERO LABS LIMITED,Mozambique,Zidovudine
HETERO LABS LIMITED,Namibia,Lamivudine/Tenofovir Disoproxil Fumarate
STRIDES ARCOLAB LIMITED,"Congo, DRC",Lamivudine/Nevirapine/Zidovudine
Aurobindo Pharma Limited,Rwanda,Didanosine
"site::Aspen-OSD, Port Elizabeth, SA",ASPEN PHARMACARE,Darunavir
ASPEN PHARMACARE,Uganda,Darunavir
site::Gilead(Nycomed) Oranienburg DE,"PUETRO RICO PHARMACEUTICAL, INC.",Emtricitabine/Tenofovir Disoproxil Fumarate
"PUETRO RICO PHARMACEUTICAL, INC.",Guyana,Emtricitabine/Tenofovir Disoproxil Fumarate
HETERO LABS LIMITED,South Africa,Efavirenz
CIPLA LIMITED,Tanzania,Lamivudine/Nevirapine/Zidovudine
"Trinity Biotech, Plc",Malawi,"HIV 1/2, Uni-Gold HIV Kit"
"Orgenics, Ltd",South Sudan,"HIV, Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs"
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Haiti,Lamivudine/Zidovudine
"site::BMS Evansville, US",S. BUYS WHOLESALER,Atazanavir
S. BUYS WHOLESALER,South Africa,Atazanavir
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Zimbabwe,Abacavir/Lamivudine
HETERO LABS LIMITED,Haiti,Lamivudine
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Côte d'Ivoire,Atazanavir/Ritonavir
Aurobindo Pharma Limited,Rwanda,Lopinavir/Ritonavir
"site::MSD, Haarlem, NL",MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Efavirenz
MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Côte d'Ivoire,Efavirenz
"site::Hetero, Jadcherla, unit 5, IN",HETERO LABS LIMITED,Lamivudine/Nevirapine/Zidovudine
HETERO LABS LIMITED,Namibia,Lamivudine/Nevirapine/Zidovudine
site::ABBVIE (Abbott) St. P'burg USA,"ABBVIE, SRL (FORMALLY ABBOTT LABORATORIES INTERNATIONAL CO.)",Ritonavir
"ABBVIE, SRL (FORMALLY ABBOTT LABORATORIES INTERNATIONAL CO.)",Dominican Republic,Ritonavir
"Standard Diagnostics, Inc.",Tanzania,"HIV 1/2, Bioline 3.0 Kit (no accessories)"
HETERO LABS LIMITED,Rwanda,Lamivudine
EY Laboratories,Kenya,"HIV 1/2, InstantChek HIV 1+2 Kit"
"site::MSD, Haarlem, NL","MSD LATIN AMERICA SERVICES, S. DE R.L. DE C.V.",Raltegravir
"MSD LATIN AMERICA SERVICES, S. DE R.L. DE C.V.",Haiti,Raltegravir
ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Ethiopia,Lopinavir/Ritonavir
"site::Micro Labs, Hosur, India",AMSTELFARMA B.V.,Sulfadoxine/Pyrimethamine
AMSTELFARMA B.V.,"Congo, DRC",Sulfadoxine/Pyrimethamine
Aurobindo Pharma Limited,Rwanda,Tenofovir Disoproxil Fumarate
HETERO LABS LIMITED,Nigeria,Lamivudine/Zidovudine
site::Bristol-Myers Squibb Anagni IT,BRISTOL-MYERS SQUIBB,Didanosine
HETERO LABS LIMITED,Vietnam,Nevirapine
Aurobindo Pharma Limited,Haiti,Lamivudine/Nevirapine/Zidovudine
"site::Micro labs, Verna, Goa, India",MICRO LABS LIMITED,Lamivudine
MICRO LABS LIMITED,Vietnam,Lamivudine
HETERO LABS LIMITED,Togo,Lamivudine/Tenofovir Disoproxil Fumarate
CIPLA LIMITED,Nigeria,Abacavir
site::ABBVIE (Abbott) France,PHARMACY DIRECT,Ritonavir
PHARMACY DIRECT,South Africa,Ritonavir
MICRO LABS LIMITED,Zimbabwe,Nevirapine
"site::Orasure Technologies, Inc",Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit"
"Orgenics, Ltd",Malawi,"HIV 1/2, Determine Complete HIV Kit"
HETERO LABS LIMITED,Haiti,Nevirapine
STRIDES ARCOLAB LIMITED,Cameroon,Efavirenz
