anomaly_idx,manufacturer,retailer,anomaly_score,match_rank,match_distance,match_recovery_days,match_response_type,match_disruption_type,match_industry
811,WATSON LABORATORIES INC,CVS PHARMACY #9746 (TN),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
811,WATSON LABORATORIES INC,CVS PHARMACY #9746 (TN),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
811,WATSON LABORATORIES INC,CVS PHARMACY #9746 (TN),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
812,MYLAN PHARMACEUTICALS INC,SUNRISE PHARMACY #8787 (TN),3,1,0.8823,74.0,Alternative Supplier,Cyber Attack,Automotive
812,MYLAN PHARMACEUTICALS INC,SUNRISE PHARMACY #8787 (TN),3,2,0.9256,55.0,Alternative Supplier,Natural Disaster,Electronics
812,MYLAN PHARMACEUTICALS INC,SUNRISE PHARMACY #8787 (TN),3,3,1.0486,88.0,Alternative Supplier,Natural Disaster,Automotive
813,HIKMA PHARMACEUTICALS,CVS PHARMACY #5523 (NC),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
813,HIKMA PHARMACEUTICALS,CVS PHARMACY #5523 (NC),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
813,HIKMA PHARMACEUTICALS,CVS PHARMACY #5523 (NC),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
814,IMPAX LABORATORIES INC,CVS PHARMACY #3954 (OH),3,1,0.8823,74.0,Alternative Supplier,Cyber Attack,Automotive
814,IMPAX LABORATORIES INC,CVS PHARMACY #3954 (OH),3,2,0.9256,55.0,Alternative Supplier,Natural Disaster,Electronics
814,IMPAX LABORATORIES INC,CVS PHARMACY #3954 (OH),3,3,1.0486,88.0,Alternative Supplier,Natural Disaster,Automotive
815,SANDOZ INC,FAMILY CARE PHARMACY #5952 (MI),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
815,SANDOZ INC,FAMILY CARE PHARMACY #5952 (MI),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
815,SANDOZ INC,FAMILY CARE PHARMACY #5952 (MI),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
816,MALLINCKRODT LLC,WALMART PHARMACY #1108 (WV),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
816,MALLINCKRODT LLC,WALMART PHARMACY #1108 (WV),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
816,MALLINCKRODT LLC,WALMART PHARMACY #1108 (WV),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
817,PAR PHARMACEUTICAL INC,MEDICO PHARMACY #9307 (VA),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
817,PAR PHARMACEUTICAL INC,MEDICO PHARMACY #9307 (VA),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
817,PAR PHARMACEUTICAL INC,MEDICO PHARMACY #9307 (VA),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
818,MALLINCKRODT LLC,PUBLIX PHARMACY #2055 (NC),2,1,0.0,61.0,Alternative Supplier,Natural Disaster,Electronics
818,MALLINCKRODT LLC,PUBLIX PHARMACY #2055 (NC),2,2,0.0,64.0,Production Reroute,Port Congestion,Electronics
818,MALLINCKRODT LLC,PUBLIX PHARMACY #2055 (NC),2,3,0.0,24.0,Alternative Supplier,Cyber Attack,Consumer Goods
819,WATSON LABORATORIES INC,MEDICO PHARMACY #8978 (MI),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
819,WATSON LABORATORIES INC,MEDICO PHARMACY #8978 (MI),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
819,WATSON LABORATORIES INC,MEDICO PHARMACY #8978 (MI),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
820,SANDOZ INC,MAIN STREET PHARMACY #7581 (LA),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
820,SANDOZ INC,MAIN STREET PHARMACY #7581 (LA),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
820,SANDOZ INC,MAIN STREET PHARMACY #7581 (LA),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
821,MYLAN PHARMACEUTICALS INC,HOMETOWN PHARMACY #6387 (NC),2,1,0.0,48.0,Alternative Supplier,Labor Strike,Electronics
821,MYLAN PHARMACEUTICALS INC,HOMETOWN PHARMACY #6387 (NC),2,2,0.0,36.0,Alternative Supplier,Factory Incident,Automotive
821,MYLAN PHARMACEUTICALS INC,HOMETOWN PHARMACY #6387 (NC),2,3,0.0,12.0,Inventory Buffer,Cyber Attack,Consumer Goods
822,SANDOZ INC,WINN-DIXIE PHARMACY #3643 (MI),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
822,SANDOZ INC,WINN-DIXIE PHARMACY #3643 (MI),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
822,SANDOZ INC,WINN-DIXIE PHARMACY #3643 (MI),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
823,WATSON LABORATORIES INC,MAIN STREET PHARMACY #4501 (WV),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
823,WATSON LABORATORIES INC,MAIN STREET PHARMACY #4501 (WV),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
823,WATSON LABORATORIES INC,MAIN STREET PHARMACY #4501 (WV),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
824,PAR PHARMACEUTICAL INC,PUBLIX PHARMACY #1528 (VA),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
824,PAR PHARMACEUTICAL INC,PUBLIX PHARMACY #1528 (VA),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
824,PAR PHARMACEUTICAL INC,PUBLIX PHARMACY #1528 (VA),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
825,VINTAGE PHARMACEUTICALS LLC,KROGER PHARMACY #5322 (OH),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
825,VINTAGE PHARMACEUTICALS LLC,KROGER PHARMACY #5322 (OH),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
825,VINTAGE PHARMACEUTICALS LLC,KROGER PHARMACY #5322 (OH),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
826,MALLINCKRODT LLC,CVS PHARMACY #6838 (TN),3,1,0.8823,74.0,Alternative Supplier,Cyber Attack,Automotive
826,MALLINCKRODT LLC,CVS PHARMACY #6838 (TN),3,2,0.9256,55.0,Alternative Supplier,Natural Disaster,Electronics
826,MALLINCKRODT LLC,CVS PHARMACY #6838 (TN),3,3,1.0486,88.0,Alternative Supplier,Natural Disaster,Automotive
827,ACTAVIS PHARMA INC,PEOPLES PHARMACY #6007 (WV),3,1,0.2167,74.0,Alternative Supplier,Cyber Attack,Automotive
827,ACTAVIS PHARMA INC,PEOPLES PHARMACY #6007 (WV),3,2,0.2384,55.0,Alternative Supplier,Natural Disaster,Electronics
827,ACTAVIS PHARMA INC,PEOPLES PHARMACY #6007 (WV),3,3,0.3356,28.0,Alternative Supplier,Natural Disaster,Electronics
828,AMNEAL PHARMACEUTICALS LLC,MEDICO PHARMACY #1923 (IA),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
828,AMNEAL PHARMACEUTICALS LLC,MEDICO PHARMACY #1923 (IA),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
828,AMNEAL PHARMACEUTICALS LLC,MEDICO PHARMACY #1923 (IA),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
829,WATSON LABORATORIES INC,MEDICO PHARMACY #1621 (MI),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
829,WATSON LABORATORIES INC,MEDICO PHARMACY #1621 (MI),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
829,WATSON LABORATORIES INC,MEDICO PHARMACY #1621 (MI),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
830,ENDO PHARMACEUTICALS INC,SUNRISE PHARMACY #9538 (OH),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
830,ENDO PHARMACEUTICALS INC,SUNRISE PHARMACY #9538 (OH),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
830,ENDO PHARMACEUTICALS INC,SUNRISE PHARMACY #9538 (OH),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
831,ACTAVIS PHARMA INC,PUBLIX PHARMACY #2234 (VA),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
831,ACTAVIS PHARMA INC,PUBLIX PHARMACY #2234 (VA),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
831,ACTAVIS PHARMA INC,PUBLIX PHARMACY #2234 (VA),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
832,QUALITEST PHARMACEUTICALS,CORNER DRUG STORE #9661 (KY),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
832,QUALITEST PHARMACEUTICALS,CORNER DRUG STORE #9661 (KY),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
832,QUALITEST PHARMACEUTICALS,CORNER DRUG STORE #9661 (KY),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
833,RHODES TECHNOLOGIES,HOMETOWN PHARMACY #2773 (SD),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
833,RHODES TECHNOLOGIES,HOMETOWN PHARMACY #2773 (SD),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
833,RHODES TECHNOLOGIES,HOMETOWN PHARMACY #2773 (SD),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
834,WATSON LABORATORIES INC,WALMART PHARMACY #2320 (VA),1,1,0.0,14.0,Alternative Supplier,Port Congestion,Automotive
834,WATSON LABORATORIES INC,WALMART PHARMACY #2320 (VA),1,2,0.0,23.0,Alternative Supplier,Labor Strike,Automotive
834,WATSON LABORATORIES INC,WALMART PHARMACY #2320 (VA),1,3,0.0,39.0,Customer Delay,Port Congestion,Automotive
835,ENDO PHARMACEUTICALS INC,HARRIS TEETER PHARMACY #5008 (MA),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
835,ENDO PHARMACEUTICALS INC,HARRIS TEETER PHARMACY #5008 (MA),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
835,ENDO PHARMACEUTICALS INC,HARRIS TEETER PHARMACY #5008 (MA),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
836,CADISTA PHARMACEUTICALS INC,HEALTH MART PHARMACY #5593 (KY),3,1,0.8823,74.0,Alternative Supplier,Cyber Attack,Automotive
836,CADISTA PHARMACEUTICALS INC,HEALTH MART PHARMACY #5593 (KY),3,2,0.9256,55.0,Alternative Supplier,Natural Disaster,Electronics
836,CADISTA PHARMACEUTICALS INC,HEALTH MART PHARMACY #5593 (KY),3,3,1.0486,88.0,Alternative Supplier,Natural Disaster,Automotive
837,PAR PHARMACEUTICAL INC,GOOD NEIGHBOR PHARMACY #4375 (OH),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
837,PAR PHARMACEUTICAL INC,GOOD NEIGHBOR PHARMACY #4375 (OH),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
837,PAR PHARMACEUTICAL INC,GOOD NEIGHBOR PHARMACY #4375 (OH),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
838,ENDO PHARMACEUTICALS INC,HARRIS TEETER PHARMACY #3473 (WV),2,1,0.0023,64.0,Alternative Supplier,Cyber Attack,Automotive
838,ENDO PHARMACEUTICALS INC,HARRIS TEETER PHARMACY #3473 (WV),2,2,0.0023,64.0,Alternative Supplier,Labor Strike,Electronics
838,ENDO PHARMACEUTICALS INC,HARRIS TEETER PHARMACY #3473 (WV),2,3,0.0023,17.0,Alternative Supplier,Geopolitical,Pharmaceuticals
839,ENDO PHARMACEUTICALS INC,MEDICO PHARMACY #4239 (VT),3,1,0.0,83.0,Production Reroute,Natural Disaster,Consumer Goods
839,ENDO PHARMACEUTICALS INC,MEDICO PHARMACY #4239 (VT),3,2,0.0,148.0,Production Reroute,Cyber Attack,Electronics
839,ENDO PHARMACEUTICALS INC,MEDICO PHARMACY #4239 (VT),3,3,0.0,167.0,Production Reroute,Cyber Attack,Electronics
840,PAR PHARMACEUTICAL INC,GOOD NEIGHBOR PHARMACY #6272 (NC),2,1,0.0,26.0,Alternative Supplier,Natural Disaster,Consumer Goods
840,PAR PHARMACEUTICAL INC,GOOD NEIGHBOR PHARMACY #6272 (NC),2,2,0.0,38.0,Alternative Supplier,Geopolitical,Consumer Goods
840,PAR PHARMACEUTICAL INC,GOOD NEIGHBOR PHARMACY #6272 (NC),2,3,0.0,30.0,Alternative Supplier,Factory Incident,Consumer Goods
841,MALLINCKRODT LLC,MAIN STREET PHARMACY #2855 (IN),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
841,MALLINCKRODT LLC,MAIN STREET PHARMACY #2855 (IN),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
841,MALLINCKRODT LLC,MAIN STREET PHARMACY #2855 (IN),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
842,SANDOZ INC,SUNRISE PHARMACY #7243 (WV),2,1,0.0,37.0,Alternative Supplier,Port Congestion,Electronics
842,SANDOZ INC,SUNRISE PHARMACY #7243 (WV),2,2,0.0,71.0,Production Reroute,Port Congestion,Automotive
842,SANDOZ INC,SUNRISE PHARMACY #7243 (WV),2,3,0.0,13.0,Alternative Supplier,Factory Incident,Electronics
843,SUN PHARMA GLOBAL INC,PEOPLES PHARMACY #2912 (WV),3,1,0.8823,74.0,Alternative Supplier,Cyber Attack,Automotive
843,SUN PHARMA GLOBAL INC,PEOPLES PHARMACY #2912 (WV),3,2,0.9256,55.0,Alternative Supplier,Natural Disaster,Electronics
843,SUN PHARMA GLOBAL INC,PEOPLES PHARMACY #2912 (WV),3,3,1.0486,88.0,Alternative Supplier,Natural Disaster,Automotive
844,MYLAN PHARMACEUTICALS INC,HOMETOWN PHARMACY #4342 (MI),1,1,0.0,21.0,Customer Delay,Geopolitical,Consumer Goods
844,MYLAN PHARMACEUTICALS INC,HOMETOWN PHARMACY #4342 (MI),1,2,0.0,53.0,Customer Delay,Port Congestion,Consumer Goods
844,MYLAN PHARMACEUTICALS INC,HOMETOWN PHARMACY #4342 (MI),1,3,0.0,73.0,Customer Delay,Geopolitical,Electronics
845,MYLAN PHARMACEUTICALS INC,RITE AID #4103 (MS),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
845,MYLAN PHARMACEUTICALS INC,RITE AID #4103 (MS),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
845,MYLAN PHARMACEUTICALS INC,RITE AID #4103 (MS),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
846,JANSSEN PHARMACEUTICALS INC,PUBLIX PHARMACY #6736 (TN),1,1,0.0,17.0,Alternative Supplier,Port Congestion,Automotive
846,JANSSEN PHARMACEUTICALS INC,PUBLIX PHARMACY #6736 (TN),1,2,0.0,30.0,Customer Delay,Geopolitical,Pharmaceuticals
846,JANSSEN PHARMACEUTICALS INC,PUBLIX PHARMACY #6736 (TN),1,3,0.0,10.0,Customer Delay,Port Congestion,Electronics
847,JANSSEN PHARMACEUTICALS INC,CVS PHARMACY #9428 (AK),1,1,0.0025,29.0,Alternative Supplier,Natural Disaster,Electronics
847,JANSSEN PHARMACEUTICALS INC,CVS PHARMACY #9428 (AK),1,2,0.0025,36.0,Alternative Supplier,Port Congestion,Pharmaceuticals
847,JANSSEN PHARMACEUTICALS INC,CVS PHARMACY #9428 (AK),1,3,0.0025,22.0,Production Reroute,Port Congestion,Consumer Goods
848,SANDOZ INC,SUNRISE PHARMACY #7243 (WV),3,1,0.0009,74.0,Alternative Supplier,Cyber Attack,Automotive
848,SANDOZ INC,SUNRISE PHARMACY #7243 (WV),3,2,0.0029,55.0,Alternative Supplier,Natural Disaster,Electronics
848,SANDOZ INC,SUNRISE PHARMACY #7243 (WV),3,3,0.0209,28.0,Alternative Supplier,Natural Disaster,Electronics
849,HIKMA PHARMACEUTICALS,MAIN STREET PHARMACY #2855 (IN),3,1,0.8823,74.0,Alternative Supplier,Cyber Attack,Automotive
849,HIKMA PHARMACEUTICALS,MAIN STREET PHARMACY #2855 (IN),3,2,0.9256,55.0,Alternative Supplier,Natural Disaster,Electronics
849,HIKMA PHARMACEUTICALS,MAIN STREET PHARMACY #2855 (IN),3,3,1.0486,88.0,Alternative Supplier,Natural Disaster,Automotive
850,SUN PHARMA GLOBAL INC,KROGER PHARMACY #6683 (OH),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
850,SUN PHARMA GLOBAL INC,KROGER PHARMACY #6683 (OH),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
850,SUN PHARMA GLOBAL INC,KROGER PHARMACY #6683 (OH),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
851,IMPAX LABORATORIES INC,QUALITY CARE PHARMACY #2449 (MD),2,1,0.0,92.0,Combined Strategy,Geopolitical,Aerospace
851,IMPAX LABORATORIES INC,QUALITY CARE PHARMACY #2449 (MD),2,2,0.0,94.0,Alternative Supplier,Labor Strike,Consumer Goods
851,IMPAX LABORATORIES INC,QUALITY CARE PHARMACY #2449 (MD),2,3,0.0,89.0,Production Reroute,Port Congestion,Automotive
852,IMPAX LABORATORIES INC,QUALITY CARE PHARMACY #9242 (KY),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
852,IMPAX LABORATORIES INC,QUALITY CARE PHARMACY #9242 (KY),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
852,IMPAX LABORATORIES INC,QUALITY CARE PHARMACY #9242 (KY),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
853,JANSSEN PHARMACEUTICALS INC,RITE AID #5277 (TX),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
853,JANSSEN PHARMACEUTICALS INC,RITE AID #5277 (TX),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
853,JANSSEN PHARMACEUTICALS INC,RITE AID #5277 (TX),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
854,TEVA PHARMACEUTICALS USA INC,CVS PHARMACY #2408 (IN),3,1,0.8823,74.0,Alternative Supplier,Cyber Attack,Automotive
854,TEVA PHARMACEUTICALS USA INC,CVS PHARMACY #2408 (IN),3,2,0.9256,55.0,Alternative Supplier,Natural Disaster,Electronics
854,TEVA PHARMACEUTICALS USA INC,CVS PHARMACY #2408 (IN),3,3,1.0486,88.0,Alternative Supplier,Natural Disaster,Automotive
855,RHODES TECHNOLOGIES,HOMETOWN PHARMACY #2766 (WV),3,1,0.8823,74.0,Alternative Supplier,Cyber Attack,Automotive
855,RHODES TECHNOLOGIES,HOMETOWN PHARMACY #2766 (WV),3,2,0.9256,55.0,Alternative Supplier,Natural Disaster,Electronics
855,RHODES TECHNOLOGIES,HOMETOWN PHARMACY #2766 (WV),3,3,1.0486,88.0,Alternative Supplier,Natural Disaster,Automotive
856,JANSSEN PHARMACEUTICALS INC,MEDICO PHARMACY #6767 (NC),3,1,0.0014,86.0,Alternative Supplier,Port Congestion,Automotive
856,JANSSEN PHARMACEUTICALS INC,MEDICO PHARMACY #6767 (NC),3,2,0.0022,28.0,Alternative Supplier,Natural Disaster,Electronics
856,JANSSEN PHARMACEUTICALS INC,MEDICO PHARMACY #6767 (NC),3,3,0.0037,29.0,Inventory Buffer,Port Congestion,Consumer Goods
857,TEVA PHARMACEUTICALS USA INC,PEOPLES PHARMACY #2660 (NC),2,1,0.0,39.0,Alternative Supplier,Port Congestion,Electronics
857,TEVA PHARMACEUTICALS USA INC,PEOPLES PHARMACY #2660 (NC),2,2,0.0,75.0,Production Reroute,Cyber Attack,Pharmaceuticals
857,TEVA PHARMACEUTICALS USA INC,PEOPLES PHARMACY #2660 (NC),2,3,0.0,70.0,Customer Delay,Factory Incident,Automotive
858,MALLINCKRODT LLC,MAIN STREET PHARMACY #2094 (KY),3,1,0.8823,74.0,Alternative Supplier,Cyber Attack,Automotive
858,MALLINCKRODT LLC,MAIN STREET PHARMACY #2094 (KY),3,2,0.9256,55.0,Alternative Supplier,Natural Disaster,Electronics
858,MALLINCKRODT LLC,MAIN STREET PHARMACY #2094 (KY),3,3,1.0486,88.0,Alternative Supplier,Natural Disaster,Automotive
859,HIKMA PHARMACEUTICALS,PEOPLES PHARMACY #2132 (MO),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
859,HIKMA PHARMACEUTICALS,PEOPLES PHARMACY #2132 (MO),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
859,HIKMA PHARMACEUTICALS,PEOPLES PHARMACY #2132 (MO),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
860,JANSSEN PHARMACEUTICALS INC,KROGER PHARMACY #1497 (PA),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
860,JANSSEN PHARMACEUTICALS INC,KROGER PHARMACY #1497 (PA),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
860,JANSSEN PHARMACEUTICALS INC,KROGER PHARMACY #1497 (PA),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
861,SANDOZ INC,CVS PHARMACY #9401 (NY),3,1,0.0949,69.0,Customer Delay,Cyber Attack,Automotive
861,SANDOZ INC,CVS PHARMACY #9401 (NY),3,2,0.1171,172.0,Combined Strategy,Natural Disaster,Automotive
861,SANDOZ INC,CVS PHARMACY #9401 (NY),3,3,0.1639,77.0,Inventory Buffer,Port Congestion,Electronics
862,ACTAVIS PHARMA INC,MEDICO PHARMACY #8978 (MI),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
862,ACTAVIS PHARMA INC,MEDICO PHARMACY #8978 (MI),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
862,ACTAVIS PHARMA INC,MEDICO PHARMACY #8978 (MI),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
863,AMNEAL PHARMACEUTICALS LLC,GOOD NEIGHBOR PHARMACY #4375 (OH),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
863,AMNEAL PHARMACEUTICALS LLC,GOOD NEIGHBOR PHARMACY #4375 (OH),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
863,AMNEAL PHARMACEUTICALS LLC,GOOD NEIGHBOR PHARMACY #4375 (OH),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
864,QUALITEST PHARMACEUTICALS,CORNER DRUG STORE #3604 (VA),3,1,0.8823,74.0,Alternative Supplier,Cyber Attack,Automotive
864,QUALITEST PHARMACEUTICALS,CORNER DRUG STORE #3604 (VA),3,2,0.9256,55.0,Alternative Supplier,Natural Disaster,Electronics
864,QUALITEST PHARMACEUTICALS,CORNER DRUG STORE #3604 (VA),3,3,1.0486,88.0,Alternative Supplier,Natural Disaster,Automotive
865,MYLAN PHARMACEUTICALS INC,SUNRISE PHARMACY #8999 (NC),2,1,0.0,67.0,Inventory Buffer,Natural Disaster,Automotive
865,MYLAN PHARMACEUTICALS INC,SUNRISE PHARMACY #8999 (NC),2,2,0.0,57.0,Production Reroute,Natural Disaster,Consumer Goods
865,MYLAN PHARMACEUTICALS INC,SUNRISE PHARMACY #8999 (NC),2,3,0.0,28.0,Alternative Supplier,Geopolitical,Consumer Goods
866,IMPAX LABORATORIES INC,FAMILY CARE PHARMACY #9927 (AK),2,1,0.0,41.0,Customer Delay,Port Congestion,Electronics
866,IMPAX LABORATORIES INC,FAMILY CARE PHARMACY #9927 (AK),2,2,0.0,73.0,Production Reroute,Geopolitical,Automotive
866,IMPAX LABORATORIES INC,FAMILY CARE PHARMACY #9927 (AK),2,3,0.0,108.0,Production Reroute,Geopolitical,Electronics
867,MALLINCKRODT LLC,GOOD NEIGHBOR PHARMACY #8533 (OH),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
867,MALLINCKRODT LLC,GOOD NEIGHBOR PHARMACY #8533 (OH),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
867,MALLINCKRODT LLC,GOOD NEIGHBOR PHARMACY #8533 (OH),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
868,HIKMA PHARMACEUTICALS,COMMUNITY PHARMACY #9334 (IN),3,1,0.8823,74.0,Alternative Supplier,Cyber Attack,Automotive
868,HIKMA PHARMACEUTICALS,COMMUNITY PHARMACY #9334 (IN),3,2,0.9256,55.0,Alternative Supplier,Natural Disaster,Electronics
868,HIKMA PHARMACEUTICALS,COMMUNITY PHARMACY #9334 (IN),3,3,1.0486,88.0,Alternative Supplier,Natural Disaster,Automotive
869,ABBOTT LABORATORIES,HARRIS TEETER PHARMACY #6758 (NC),2,1,0.0,27.0,Alternative Supplier,Factory Incident,Pharmaceuticals
869,ABBOTT LABORATORIES,HARRIS TEETER PHARMACY #6758 (NC),2,2,0.0,26.0,Alternative Supplier,Labor Strike,Consumer Goods
869,ABBOTT LABORATORIES,HARRIS TEETER PHARMACY #6758 (NC),2,3,0.0,61.0,Alternative Supplier,Port Congestion,Electronics
870,JANSSEN PHARMACEUTICALS INC,QUALITY CARE PHARMACY #3409 (ND),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
870,JANSSEN PHARMACEUTICALS INC,QUALITY CARE PHARMACY #3409 (ND),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
870,JANSSEN PHARMACEUTICALS INC,QUALITY CARE PHARMACY #3409 (ND),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
871,AMNEAL PHARMACEUTICALS LLC,VILLAGE PHARMACY #7086 (IN),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
871,AMNEAL PHARMACEUTICALS LLC,VILLAGE PHARMACY #7086 (IN),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
871,AMNEAL PHARMACEUTICALS LLC,VILLAGE PHARMACY #7086 (IN),2,3,1.9606,28.0,Alternative Supplier,Natural Disaster,Electronics
872,IMPAX LABORATORIES INC,FAMILY CARE PHARMACY #9927 (AK),2,1,0.0,23.0,Inventory Buffer,Labor Strike,Automotive
872,IMPAX LABORATORIES INC,FAMILY CARE PHARMACY #9927 (AK),2,2,0.0,37.0,Combined Strategy,Labor Strike,Electronics
872,IMPAX LABORATORIES INC,FAMILY CARE PHARMACY #9927 (AK),2,3,0.0,52.0,Production Reroute,Factory Incident,Consumer Goods
873,SANDOZ INC,HOMETOWN PHARMACY #2774 (SC),1,1,0.0,34.0,Customer Delay,Natural Disaster,Electronics
873,SANDOZ INC,HOMETOWN PHARMACY #2774 (SC),1,2,0.0,43.0,Customer Delay,Port Congestion,Automotive
873,SANDOZ INC,HOMETOWN PHARMACY #2774 (SC),1,3,0.0,13.0,Alternative Supplier,Labor Strike,Automotive
874,ACTAVIS PHARMA INC,WALGREENS #3575 (OH),2,1,1.7338,74.0,Alternative Supplier,Cyber Attack,Automotive
874,ACTAVIS PHARMA INC,WALGREENS #3575 (OH),2,2,1.7771,55.0,Alternative Supplier,Natural Disaster,Electronics
