manufacturer,disrupted_node,retailer,retailer_state,severity,no_listed_backup,action,entity,route,entity_risk,entity_capacity,entity_state_share,plan_score,activation_days,est_recovery_days,baseline_days_no_graph,days_saved_vs_no_graph
LANNETT COMPANY INC,VALUEDRUGCO,GOOD NEIGHBOR PHARMACY #2494 (WV),WV,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,LANNETT COMPANY INC -> MIAMI-LUKEN INC -> GOOD NEIGHBOR PHARMACY #2494 (WV),0.9815,1.0,0.5743,0.4862,1.5,49.5,67.9,0.0
AMNEAL PHARMACEUTICALS LLC,VALUEDRUGCO,KROGER PHARMACY #6614 (PA),PA,3,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,AMNEAL PHARMACEUTICALS LLC -> MIAMI-LUKEN INC -> KROGER PHARMACY #6614 (PA),0.9815,1.0,0.0219,0.2652,1.5,74.3,102.0,0.0
IMPAX LABORATORIES INC,GULF COAST MEDICAL SUPPLY,FAMILY CARE PHARMACY #2866 (NM),NM,2,False,T1_REROUTE_EXISTING,CARDINAL HEALTH INC,IMPAX LABORATORIES INC -> CARDINAL HEALTH INC -> FAMILY CARE PHARMACY #2866 (NM),0.8652,0.1959,0.0344,0.1099,1.5,49.5,67.9,0.0
RHODES TECHNOLOGIES,HD SMITH WHOLESALE DRUG CO,HOMETOWN PHARMACY #7311 (LA),LA,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,RHODES TECHNOLOGIES -> MIAMI-LUKEN INC -> HOMETOWN PHARMACY #7311 (LA),0.9815,1.0,0.0497,0.2764,1.5,49.5,67.9,0.0
RHODES TECHNOLOGIES,BURLINGTON DRUG COMPANY INC,COMMUNITY PHARMACY #6047 (VA),VA,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,RHODES TECHNOLOGIES -> MIAMI-LUKEN INC -> COMMUNITY PHARMACY #6047 (VA),0.9815,1.0,0.0162,0.2629,1.5,49.5,67.9,0.0
LANNETT COMPANY INC,HD SMITH WHOLESALE DRUG CO,VILLAGE PHARMACY #2199 (KS),KS,3,False,T1_REROUTE_EXISTING,CARDINAL HEALTH INC,LANNETT COMPANY INC -> CARDINAL HEALTH INC -> VILLAGE PHARMACY #2199 (KS),0.8652,0.1959,0.0047,0.098,1.5,74.3,102.0,0.0
JANSSEN PHARMACEUTICALS INC,DAKOTA DRUG INC,MEDICO PHARMACY #1621 (MI),MI,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,JANSSEN PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> MEDICO PHARMACY #1621 (MI),0.9815,1.0,0.0252,0.2666,1.5,49.5,67.9,0.0
QUALITEST PHARMACEUTICALS,CARDINAL HEALTH INC,HARRIS TEETER PHARMACY #6063 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,QUALITEST PHARMACEUTICALS -> MIAMI-LUKEN INC -> HARRIS TEETER PHARMACY #6063 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
PAR PHARMACEUTICAL INC,VALUEDRUGCO,CVS PHARMACY #9746 (TN),TN,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,PAR PHARMACEUTICAL INC -> MIAMI-LUKEN INC -> CVS PHARMACY #9746 (TN),0.9815,1.0,0.0288,0.268,1.5,49.5,67.9,0.0
MALLINCKRODT LLC,BELLCO DRUG CORP,WINN-DIXIE PHARMACY #8378 (VA),VA,3,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,MALLINCKRODT LLC -> MIAMI-LUKEN INC -> WINN-DIXIE PHARMACY #8378 (VA),0.9815,1.0,0.0162,0.2629,1.5,74.3,102.0,0.0
IMPAX LABORATORIES INC,HENRY SCHEIN INC,CVS PHARMACY #4109 (IN),IN,3,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,IMPAX LABORATORIES INC -> MIAMI-LUKEN INC -> CVS PHARMACY #4109 (IN),0.9815,1.0,0.0312,0.269,1.5,74.3,102.0,0.0
ACTAVIS PHARMA INC,MCKESSON CORPORATION,VILLAGE PHARMACY #3873 (PA),PA,3,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,ACTAVIS PHARMA INC -> MIAMI-LUKEN INC -> VILLAGE PHARMACY #3873 (PA),0.9815,1.0,0.0219,0.2652,1.5,74.3,102.0,0.0
AMNEAL PHARMACEUTICALS LLC,NATIONAL WHOLESALE DRUG CO INC,MEDICO PHARMACY #6550 (VA),VA,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,AMNEAL PHARMACEUTICALS LLC -> MIAMI-LUKEN INC -> MEDICO PHARMACY #6550 (VA),0.9815,1.0,0.0162,0.2629,1.5,49.5,67.9,0.0
CADISTA PHARMACEUTICALS INC,HENRY SCHEIN INC,FAMILY CARE PHARMACY #5331 (IN),IN,3,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,CADISTA PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> FAMILY CARE PHARMACY #5331 (IN),0.9815,1.0,0.0312,0.269,1.5,74.3,102.0,0.0
ACTAVIS PHARMA INC,KEYSOURCE MEDICAL INC,PUBLIX PHARMACY #1697 (MI),MI,3,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,ACTAVIS PHARMA INC -> MIAMI-LUKEN INC -> PUBLIX PHARMACY #1697 (MI),0.9815,1.0,0.0252,0.2666,1.5,74.3,102.0,0.0
ABBOTT LABORATORIES,MCKESSON CORPORATION,WALGREENS #2082 (LA),LA,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,ABBOTT LABORATORIES -> MIAMI-LUKEN INC -> WALGREENS #2082 (LA),0.9815,1.0,0.0497,0.2764,1.5,49.5,67.9,0.0
JANSSEN PHARMACEUTICALS INC,MCKESSON CORPORATION,VILLAGE PHARMACY #9397 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,JANSSEN PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> VILLAGE PHARMACY #9397 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
MYLAN PHARMACEUTICALS INC,DIRECT RX,SUNRISE PHARMACY #8999 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,MYLAN PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> SUNRISE PHARMACY #8999 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
IMPAX LABORATORIES INC,KEYSOURCE MEDICAL INC,COMMUNITY PHARMACY #2313 (LA),LA,3,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,IMPAX LABORATORIES INC -> MIAMI-LUKEN INC -> COMMUNITY PHARMACY #2313 (LA),0.9815,1.0,0.0497,0.2764,1.5,74.3,102.0,0.0
JANSSEN PHARMACEUTICALS INC,MORRIS & DICKSON CO LLC,HOMETOWN PHARMACY #3804 (KY),KY,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,JANSSEN PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> HOMETOWN PHARMACY #3804 (KY),0.9815,1.0,0.0243,0.2662,1.5,49.5,67.9,0.0
JANSSEN PHARMACEUTICALS INC,KINRAY LLC,WALGREENS #4309 (VT),VT,2,True,T1_REROUTE_EXISTING,DAKOTA DRUG INC,JANSSEN PHARMACEUTICALS INC -> DAKOTA DRUG INC -> WALGREENS #4309 (VT),0.8719,0.1818,0.0172,0.0972,1.5,49.5,67.9,18.3
JANSSEN PHARMACEUTICALS INC,HENRY SCHEIN INC,WALGREENS #9697 (VA),VA,2,False,T1_REROUTE_EXISTING,DAKOTA DRUG INC,JANSSEN PHARMACEUTICALS INC -> DAKOTA DRUG INC -> WALGREENS #9697 (VA),0.8719,0.1818,0.1058,0.1326,1.5,49.5,67.9,0.0
WATSON LABORATORIES INC,PENN PHARMACEUTICAL SERVICES INC,KROGER PHARMACY #3095 (DE),DE,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,WATSON LABORATORIES INC -> MIAMI-LUKEN INC -> KROGER PHARMACY #3095 (DE),0.9815,1.0,0.0066,0.2591,1.5,49.5,67.9,0.0
ENDO PHARMACEUTICALS INC,GULF COAST MEDICAL SUPPLY,GOOD NEIGHBOR PHARMACY #8533 (OH),OH,3,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,ENDO PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> GOOD NEIGHBOR PHARMACY #8533 (OH),0.9815,1.0,0.0308,0.2688,1.5,74.3,102.0,0.0
AMNEAL PHARMACEUTICALS LLC,MIAMI-LUKEN INC,HARRIS TEETER PHARMACY #8566 (DE),DE,1,False,T1_REROUTE_EXISTING,DIRECT RX,AMNEAL PHARMACEUTICALS LLC -> DIRECT RX -> HARRIS TEETER PHARMACY #8566 (DE),0.8585,0.1504,0.0024,0.0881,1.5,24.7,34.1,0.0
JANSSEN PHARMACEUTICALS INC,PRESCRIPTION SUPPLY INC,HOMETOWN PHARMACY #8469 (NC),NC,3,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,JANSSEN PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> HOMETOWN PHARMACY #8469 (NC),0.9815,1.0,0.0471,0.2753,1.5,74.3,102.0,0.0
LANNETT COMPANY INC,PRESCRIPTION SUPPLY INC,VILLAGE PHARMACY #1707 (KY),KY,3,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,LANNETT COMPANY INC -> MIAMI-LUKEN INC -> VILLAGE PHARMACY #1707 (KY),0.9815,1.0,0.0243,0.2662,1.5,74.3,102.0,0.0
ENDO PHARMACEUTICALS INC,PRESCRIPTION SUPPLY INC,HOMETOWN PHARMACY #8469 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,ENDO PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> HOMETOWN PHARMACY #8469 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
TEVA PHARMACEUTICALS USA INC,DAKOTA DRUG INC,PEOPLES PHARMACY #2660 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,TEVA PHARMACEUTICALS USA INC -> MIAMI-LUKEN INC -> PEOPLES PHARMACY #2660 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
CADISTA PHARMACEUTICALS INC,MIAMI-LUKEN INC,PEOPLES PHARMACY #3168 (MT),MT,2,False,T1_REROUTE_EXISTING,MCKESSON CORPORATION,CADISTA PHARMACEUTICALS INC -> MCKESSON CORPORATION -> PEOPLES PHARMACY #3168 (MT),0.8788,0.1815,0.013,0.093,1.5,49.5,67.9,0.0
MYLAN PHARMACEUTICALS INC,HENRY SCHEIN INC,MAIN STREET PHARMACY #1955 (GA),GA,3,True,T1_REROUTE_EXISTING,DIRECT RX,MYLAN PHARMACEUTICALS INC -> DIRECT RX -> MAIN STREET PHARMACY #1955 (GA),0.8585,0.1504,0.0097,0.091,1.5,74.3,102.0,27.6
HIKMA PHARMACEUTICALS,MCKESSON CORPORATION,VILLAGE PHARMACY #9397 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,HIKMA PHARMACEUTICALS -> MIAMI-LUKEN INC -> VILLAGE PHARMACY #9397 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
SANDOZ INC,PRESCRIPTION SUPPLY INC,WALGREENS #9697 (VA),VA,3,False,T1_REROUTE_EXISTING,DAKOTA DRUG INC,SANDOZ INC -> DAKOTA DRUG INC -> WALGREENS #9697 (VA),0.8719,0.1818,0.1058,0.1326,1.5,74.3,102.0,0.0
ABBOTT LABORATORIES,BURLINGTON DRUG COMPANY INC,CORNER DRUG STORE #2632 (NV),NV,1,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,ABBOTT LABORATORIES -> MIAMI-LUKEN INC -> CORNER DRUG STORE #2632 (NV),0.9815,1.0,0.0024,0.2574,1.5,24.7,34.1,0.0
IMPAX LABORATORIES INC,NATIONAL WHOLESALE DRUG CO INC,VILLAGE PHARMACY #7158 (OH),OH,3,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,IMPAX LABORATORIES INC -> MIAMI-LUKEN INC -> VILLAGE PHARMACY #7158 (OH),0.9815,1.0,0.0308,0.2688,1.5,74.3,102.0,0.0
SUN PHARMA GLOBAL INC,VALUEDRUGCO,VILLAGE PHARMACY #2453 (AK),AK,1,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,SUN PHARMA GLOBAL INC -> MIAMI-LUKEN INC -> VILLAGE PHARMACY #2453 (AK),0.9815,1.0,0.0026,0.2575,1.5,24.7,34.1,0.0
AMNEAL PHARMACEUTICALS LLC,KEYSOURCE MEDICAL INC,WINN-DIXIE PHARMACY #5416 (AL),AL,2,True,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,AMNEAL PHARMACEUTICALS LLC -> MIAMI-LUKEN INC -> WINN-DIXIE PHARMACY #5416 (AL),0.9815,1.0,0.0012,0.2569,1.5,49.5,67.9,18.3
ENDO PHARMACEUTICALS INC,VALUEDRUGCO,GOOD NEIGHBOR PHARMACY #3769 (AL),AL,3,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,ENDO PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> GOOD NEIGHBOR PHARMACY #3769 (AL),0.9815,1.0,0.0012,0.2569,1.5,74.3,102.0,0.0
HIKMA PHARMACEUTICALS,HD SMITH WHOLESALE DRUG CO,PUBLIX PHARMACY #9124 (DE),DE,2,False,T1_REROUTE_EXISTING,KINRAY LLC,HIKMA PHARMACEUTICALS -> KINRAY LLC -> PUBLIX PHARMACY #9124 (DE),0.8683,0.1632,0.0039,0.0884,1.5,49.5,67.9,0.0
ACTAVIS PHARMA INC,MIAMI-LUKEN INC,KROGER PHARMACY #8280 (OH),OH,3,False,T1_REROUTE_EXISTING,CARDINAL HEALTH INC,ACTAVIS PHARMA INC -> CARDINAL HEALTH INC -> KROGER PHARMACY #8280 (OH),0.8652,0.1959,0.0552,0.1182,1.5,74.3,102.0,0.0
AMNEAL PHARMACEUTICALS LLC,MORRIS & DICKSON CO LLC,WALGREENS #7427 (WY),WY,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,AMNEAL PHARMACEUTICALS LLC -> MIAMI-LUKEN INC -> WALGREENS #7427 (WY),0.9815,1.0,0.0038,0.258,1.5,49.5,67.9,0.0
JANSSEN PHARMACEUTICALS INC,NATIONAL WHOLESALE DRUG CO INC,WALMART PHARMACY #1339 (NC),NC,3,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,JANSSEN PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> WALMART PHARMACY #1339 (NC),0.9815,1.0,0.0471,0.2753,1.5,74.3,102.0,0.0
MYLAN PHARMACEUTICALS INC,GULF COAST MEDICAL SUPPLY,WALGREENS #9697 (VA),VA,3,False,T1_REROUTE_EXISTING,DAKOTA DRUG INC,MYLAN PHARMACEUTICALS INC -> DAKOTA DRUG INC -> WALGREENS #9697 (VA),0.8719,0.1818,0.1058,0.1326,1.5,74.3,102.0,0.0
AMNEAL PHARMACEUTICALS LLC,PENN PHARMACEUTICAL SERVICES INC,FAMILY CARE PHARMACY #3942 (NM),NM,4,True,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,AMNEAL PHARMACEUTICALS LLC -> MIAMI-LUKEN INC -> FAMILY CARE PHARMACY #3942 (NM),0.9815,1.0,0.0023,0.2574,1.5,99.4,132.0,32.6
WATSON LABORATORIES INC,MIAMI-LUKEN INC,GOOD NEIGHBOR PHARMACY #8896 (PA),PA,3,False,T1_REROUTE_EXISTING,MCKESSON CORPORATION,WATSON LABORATORIES INC -> MCKESSON CORPORATION -> GOOD NEIGHBOR PHARMACY #8896 (PA),0.8788,0.1815,0.0763,0.1183,1.5,74.3,102.0,0.0
HIKMA PHARMACEUTICALS,CARDINAL HEALTH INC,QUALITY CARE PHARMACY #3905 (TN),TN,3,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,HIKMA PHARMACEUTICALS -> MIAMI-LUKEN INC -> QUALITY CARE PHARMACY #3905 (TN),0.9815,1.0,0.0288,0.268,1.5,74.3,102.0,0.0
WATSON LABORATORIES INC,PRESCRIPTION SUPPLY INC,SUNRISE PHARMACY #6972 (NM),NM,1,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,WATSON LABORATORIES INC -> MIAMI-LUKEN INC -> SUNRISE PHARMACY #6972 (NM),0.9815,1.0,0.0023,0.2574,1.5,24.7,34.1,0.0
RHODES TECHNOLOGIES,DIRECT RX,HARRIS TEETER PHARMACY #1323 (ND),ND,2,False,T1_REROUTE_EXISTING,KINRAY LLC,RHODES TECHNOLOGIES -> KINRAY LLC -> HARRIS TEETER PHARMACY #1323 (ND),0.8683,0.1632,0.0102,0.091,1.5,49.5,67.9,0.0
QUALITEST PHARMACEUTICALS,BURLINGTON DRUG COMPANY INC,CORNER DRUG STORE #2632 (NV),NV,1,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,QUALITEST PHARMACEUTICALS -> MIAMI-LUKEN INC -> CORNER DRUG STORE #2632 (NV),0.9815,1.0,0.0024,0.2574,1.5,24.7,34.1,0.0
PAR PHARMACEUTICAL INC,NATIONAL WHOLESALE DRUG CO INC,FAMILY CARE PHARMACY #5938 (AK),AK,3,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,PAR PHARMACEUTICAL INC -> MIAMI-LUKEN INC -> FAMILY CARE PHARMACY #5938 (AK),0.9815,1.0,0.0026,0.2575,1.5,74.3,102.0,0.0
ACTAVIS PHARMA INC,ANDA INC,WALGREENS #2585 (SD),SD,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,ACTAVIS PHARMA INC -> MIAMI-LUKEN INC -> WALGREENS #2585 (SD),0.9815,1.0,0.005,0.2585,1.5,49.5,67.9,0.0
SUN PHARMA GLOBAL INC,BELLCO DRUG CORP,COMMUNITY PHARMACY #2490 (KY),KY,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,SUN PHARMA GLOBAL INC -> MIAMI-LUKEN INC -> COMMUNITY PHARMACY #2490 (KY),0.9815,1.0,0.0243,0.2662,1.5,49.5,67.9,0.0
AMNEAL PHARMACEUTICALS LLC,CARDINAL HEALTH INC,HOMETOWN PHARMACY #3804 (KY),KY,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,AMNEAL PHARMACEUTICALS LLC -> MIAMI-LUKEN INC -> HOMETOWN PHARMACY #3804 (KY),0.9815,1.0,0.0243,0.2662,1.5,49.5,67.9,0.0
SANDOZ INC,KINRAY LLC,HEALTH MART PHARMACY #5158 (AL),AL,2,True,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,SANDOZ INC -> MIAMI-LUKEN INC -> HEALTH MART PHARMACY #5158 (AL),0.9815,1.0,0.0012,0.2569,1.5,49.5,67.9,18.3
MYLAN PHARMACEUTICALS INC,HENRY SCHEIN INC,HOMETOWN PHARMACY #4342 (MI),MI,2,False,T1_REROUTE_EXISTING,DIRECT RX,MYLAN PHARMACEUTICALS INC -> DIRECT RX -> HOMETOWN PHARMACY #4342 (MI),0.8585,0.1504,0.087,0.122,1.5,49.5,67.9,0.0
AMNEAL PHARMACEUTICALS LLC,DAKOTA DRUG INC,PEOPLES PHARMACY #6594 (KY),KY,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,AMNEAL PHARMACEUTICALS LLC -> MIAMI-LUKEN INC -> PEOPLES PHARMACY #6594 (KY),0.9815,1.0,0.0243,0.2662,1.5,49.5,67.9,0.0
PURDUE PHARMA LP,AMERISOURCEBERGEN DRUG CORP,HARRIS TEETER PHARMACY #6503 (MO),MO,2,True,T1_REROUTE_EXISTING,MCKESSON CORPORATION,PURDUE PHARMA LP -> MCKESSON CORPORATION -> HARRIS TEETER PHARMACY #6503 (MO),0.8788,0.1815,0.0043,0.0895,1.5,49.5,67.9,18.3
SANDOZ INC,MIAMI-LUKEN INC,HOMETOWN PHARMACY #5569 (NC),NC,2,False,T1_REROUTE_EXISTING,DIRECT RX,SANDOZ INC -> DIRECT RX -> HOMETOWN PHARMACY #5569 (NC),0.8585,0.1504,0.1003,0.1273,1.5,49.5,67.9,0.0
QUALITEST PHARMACEUTICALS,CARDINAL HEALTH INC,WALMART PHARMACY #9392 (NM),NM,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,QUALITEST PHARMACEUTICALS -> MIAMI-LUKEN INC -> WALMART PHARMACY #9392 (NM),0.9815,1.0,0.0023,0.2574,1.5,49.5,67.9,0.0
SUN PHARMA GLOBAL INC,MORRIS & DICKSON CO LLC,CVS PHARMACY #9428 (AK),AK,1,False,T1_REROUTE_EXISTING,MCKESSON CORPORATION,SUN PHARMA GLOBAL INC -> MCKESSON CORPORATION -> CVS PHARMACY #9428 (AK),0.8788,0.1815,0.0022,0.0887,1.5,24.7,34.1,0.0
PURDUE PHARMA LP,PENN PHARMACEUTICAL SERVICES INC,MAIN STREET PHARMACY #9550 (WV),WV,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,PURDUE PHARMA LP -> MIAMI-LUKEN INC -> MAIN STREET PHARMACY #9550 (WV),0.9815,1.0,0.5743,0.4862,1.5,49.5,67.9,0.0
PURDUE PHARMA LP,ANDA INC,HEALTH MART PHARMACY #9423 (WY),WY,1,False,T1_REROUTE_EXISTING,CARDINAL HEALTH INC,PURDUE PHARMA LP -> CARDINAL HEALTH INC -> HEALTH MART PHARMACY #9423 (WY),0.8652,0.1959,0.0048,0.0981,1.5,24.7,34.1,0.0
QUALITEST PHARMACEUTICALS,HENRY SCHEIN INC,CORNER DRUG STORE #2658 (AK),AK,2,True,T1_REROUTE_EXISTING,MCKESSON CORPORATION,QUALITEST PHARMACEUTICALS -> MCKESSON CORPORATION -> CORNER DRUG STORE #2658 (AK),0.8788,0.1815,0.0022,0.0887,1.5,49.5,67.9,18.3
PURDUE PHARMA LP,NATIONAL WHOLESALE DRUG CO INC,MAIN STREET PHARMACY #2532 (MN),MN,3,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,PURDUE PHARMA LP -> MIAMI-LUKEN INC -> MAIN STREET PHARMACY #2532 (MN),0.9815,1.0,0.0013,0.257,1.5,74.3,102.0,0.0
JANSSEN PHARMACEUTICALS INC,CARDINAL HEALTH INC,WALMART PHARMACY #2370 (MA),MA,1,False,T1_REROUTE_EXISTING,MCKESSON CORPORATION,JANSSEN PHARMACEUTICALS INC -> MCKESSON CORPORATION -> WALMART PHARMACY #2370 (MA),0.8788,0.1815,0.0156,0.094,1.5,24.7,34.1,0.0
RHODES TECHNOLOGIES,DAKOTA DRUG INC,SUNRISE PHARMACY #6637 (LA),LA,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,RHODES TECHNOLOGIES -> MIAMI-LUKEN INC -> SUNRISE PHARMACY #6637 (LA),0.9815,1.0,0.0497,0.2764,1.5,49.5,67.9,0.0
WATSON LABORATORIES INC,MORRIS & DICKSON CO LLC,MEDICO PHARMACY #4938 (TN),TN,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,WATSON LABORATORIES INC -> MIAMI-LUKEN INC -> MEDICO PHARMACY #4938 (TN),0.9815,1.0,0.0288,0.268,1.5,49.5,67.9,0.0
PAR PHARMACEUTICAL INC,DAKOTA DRUG INC,WALMART PHARMACY #2320 (VA),VA,1,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,PAR PHARMACEUTICAL INC -> MIAMI-LUKEN INC -> WALMART PHARMACY #2320 (VA),0.9815,1.0,0.0162,0.2629,1.5,24.7,34.1,0.0
RHODES TECHNOLOGIES,GULF COAST MEDICAL SUPPLY,RITE AID #3893 (AZ),AZ,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,RHODES TECHNOLOGIES -> MIAMI-LUKEN INC -> RITE AID #3893 (AZ),0.9815,1.0,0.0078,0.2596,1.5,49.5,67.9,0.0
HIKMA PHARMACEUTICALS,DAKOTA DRUG INC,WALMART PHARMACY #2320 (VA),VA,1,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,HIKMA PHARMACEUTICALS -> MIAMI-LUKEN INC -> WALMART PHARMACY #2320 (VA),0.9815,1.0,0.0162,0.2629,1.5,24.7,34.1,0.0
IMPAX LABORATORIES INC,PENN PHARMACEUTICAL SERVICES INC,CORNER DRUG STORE #5731 (IN),IN,3,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,IMPAX LABORATORIES INC -> MIAMI-LUKEN INC -> CORNER DRUG STORE #5731 (IN),0.9815,1.0,0.0312,0.269,1.5,74.3,102.0,0.0
HIKMA PHARMACEUTICALS,AMERISOURCEBERGEN DRUG CORP,QUALITY CARE PHARMACY #6507 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,HIKMA PHARMACEUTICALS -> MIAMI-LUKEN INC -> QUALITY CARE PHARMACY #6507 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
SUN PHARMA GLOBAL INC,MORRIS & DICKSON CO LLC,HARRIS TEETER PHARMACY #6283 (CA),CA,1,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,SUN PHARMA GLOBAL INC -> MIAMI-LUKEN INC -> HARRIS TEETER PHARMACY #6283 (CA),0.9815,1.0,0.0031,0.2577,1.5,24.7,34.1,0.0
IMPAX LABORATORIES INC,SMITH DRUG COMPANY,PUBLIX PHARMACY #4858 (OR),OR,3,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,IMPAX LABORATORIES INC -> MIAMI-LUKEN INC -> PUBLIX PHARMACY #4858 (OR),0.9815,1.0,0.0034,0.2578,1.5,74.3,102.0,0.0
CADISTA PHARMACEUTICALS INC,NATIONAL WHOLESALE DRUG CO INC,WINN-DIXIE PHARMACY #5194 (FL),FL,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,CADISTA PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> WINN-DIXIE PHARMACY #5194 (FL),0.9815,1.0,0.0082,0.2598,1.5,49.5,67.9,0.0
ABBOTT LABORATORIES,DIRECT RX,PUBLIX PHARMACY #8657 (GA),GA,2,False,T1_REROUTE_EXISTING,CARDINAL HEALTH INC,ABBOTT LABORATORIES -> CARDINAL HEALTH INC -> PUBLIX PHARMACY #8657 (GA),0.8652,0.1959,0.0031,0.0974,1.5,49.5,67.9,0.0
HIKMA PHARMACEUTICALS,HENRY SCHEIN INC,KROGER PHARMACY #8420 (MT),MT,1,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,HIKMA PHARMACEUTICALS -> MIAMI-LUKEN INC -> KROGER PHARMACY #8420 (MT),0.9815,1.0,0.0076,0.2595,1.5,24.7,34.1,0.0
AMNEAL PHARMACEUTICALS LLC,CARDINAL HEALTH INC,PUBLIX PHARMACY #1993 (CO),CO,2,True,T1_REROUTE_EXISTING,KINRAY LLC,AMNEAL PHARMACEUTICALS LLC -> KINRAY LLC -> PUBLIX PHARMACY #1993 (CO),0.8683,0.1632,0.0146,0.0927,1.5,49.5,67.9,18.3
MALLINCKRODT LLC,BELLCO DRUG CORP,CVS PHARMACY #2408 (IN),IN,3,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,MALLINCKRODT LLC -> MIAMI-LUKEN INC -> CVS PHARMACY #2408 (IN),0.9815,1.0,0.0312,0.269,1.5,74.3,102.0,0.0
